gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic
HDAC6,hgnc:14064,HDAC6,TALC,12-May-16,inhibitor,0.580031586,VORINOSTAT,rxcui:194337,VORINOSTAT,TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.08360036,ILOPERIDONE,rxcui:73178,ILOPERIDONE,TRUE,FALSE,FALSE
UNIPROT:Q71U36,hgnc:20766,TUBA1A,TdgClinicalTrial,14-Jan,,0.142120612,MEBENDAZOLE,rxcui:6672,MEBENDAZOLE,TRUE,FALSE,FALSE
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TdgClinicalTrial,14-Jan,,0.580031586,VORINOSTAT,rxcui:194337,VORINOSTAT,TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.133238074,TRIFLUPROMAZINE,rxcui:10805,TRIFLUPROMAZINE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.050757361,Metaraminol,rxcui:6805,METARAMINOL,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.284241224,Domperidone,rxcui:3626,DOMPERIDONE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.284241224,Lurasidone hydrochloride,rxcui:1040027,LURASIDONE HYDROCHLORIDE,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.047951263,VINFLUNINE,ncit:C61564,VINFLUNINE,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.09929302,DHEA,rxcui:3143,PRASTERONE,TRUE,FALSE,FALSE
APP,hgnc:620,APP,DTC,5-Jun-23,,0.079434416,CURCUMIN,rxcui:2955,CURCUMIN,TRUE,FALSE,FALSE
CTNNB1,hgnc:2514,CTNNB1,PharmGKB,5-Jun-23,,0.274965286,lenalidomide,rxcui:342369,LENALIDOMIDE,TRUE,FALSE,TRUE
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.030527978,VORINOSTAT,rxcui:194337,VORINOSTAT,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,PharmGKB,5-Jun-23,,2.131809177,cabergoline,rxcui:47579,CABERGOLINE,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,DTC,5-Jun-23,,0.125090252,PODOFILOX,rxcui:8463,PODOFILOX,TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.133238074,TRIFLUPROMAZINE,rxcui:10805,TRIFLUPROMAZINE,TRUE,FALSE,FALSE
UNIPROT:P68371,hgnc:20771,TUBB4B,TdgClinicalTrial,14-Jan,,0.142120612,MEBENDAZOLE,rxcui:6672,MEBENDAZOLE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.177650765,REMOXIPRIDE,rxcui:35350,REMOXIPRIDE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,2.131809177,CABERGOLINE,rxcui:47579,CABERGOLINE,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,PharmGKB,5-Jun-23,,0.008491226,methylphenidate,rxcui:203188,METHYLPHENIDATE HYDROCHLORIDE,TRUE,FALSE,TRUE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.045845359,Haloperidol,rxcui:26420,HALOPERIDOL DECANOATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.177650765,REMOXIPRIDE,rxcui:35350,REMOXIPRIDE,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,PharmGKB,5-Jun-23,,0.008430539,fluorouracil,rxcui:4492,FLUOROURACIL,TRUE,FALSE,TRUE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.02090009,Pseudoephedrine,rxcui:8896,PSEUDOEPHEDRINE,TRUE,FALSE,FALSE
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.031272563,VORINOSTAT,rxcui:194337,VORINOSTAT,TRUE,FALSE,TRUE
AMYLOID BETA A4 PROTEIN,hgnc:620,APP,TTD,2020.06.01,,1.310667864,Florbetapir F-18,rxcui:1427224,FLORBETAPIR F-18,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.030045876,CAPTAN,rxcui:1368147,CAPTAN,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,PharmGKB,5-Jun-23,,0.012251777,caffeine,rxcui:1886,CAFFEINE,TRUE,FALSE,FALSE
AKT1,hgnc:391,AKT1,CIViC,5-Jun-23,,0.033702888,DABRAFENIB,rxcui:1424911,DABRAFENIB,TRUE,FALSE,TRUE
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.031272563,VORINOSTAT,rxcui:194337,VORINOSTAT,TRUE,FALSE,TRUE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.203029445,Chlorprothixene,rxcui:2406,CHLORPROTHIXENE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.284241224,LURASIDONE HYDROCHLORIDE,rxcui:1040027,LURASIDONE HYDROCHLORIDE,TRUE,FALSE,FALSE
AKT1,hgnc:391,AKT1,CGI,5-Jun-23,,0.049563071,Everolimus,rxcui:141704,EVEROLIMUS,TRUE,TRUE,TRUE
CTNNB1,hgnc:2514,CTNNB1,CGI,5-Jun-23,,0.094067072,Letrozole,rxcui:72965,LETROZOLE,TRUE,FALSE,TRUE
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.203379496,THEOPHYLLINE SODIUM GLYCINATE,rxcui:155075,THEOPHYLLINE SODIUM GLYCINATE,TRUE,FALSE,FALSE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.236867686,SULPIRIDE,rxcui:10239,SULPIRIDE,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.236867686,LEVOSULPIRIDE,rxcui:10239,SULPIRIDE,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
TUBA1A,hgnc:20766,TUBA1A,DTC,5-Jun-23,,0.139031033,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,DTC,5-Jun-23,,0.04180018,RISPERIDONE,rxcui:35636,RISPERIDONE,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.03955738,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
TUBA1A,hgnc:20766,TUBA1A,DTC,5-Jun-23,,0.040033975,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.050652743,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.030045876,LEFLUNOMIDE,rxcui:27169,LEFLUNOMIDE,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.055799483,MIBEFRADIL DIHYDROCHLORIDE,rxcui:83214,MIBEFRADIL DIHYDROCHLORIDE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,DTC,5-Jun-23,,0.236867686,SULPIRIDE,rxcui:10239,SULPIRIDE,TRUE,FALSE,FALSE
PRKCA,hgnc:9393,PRKCA,MyCancerGenome,20-Jun-17,inhibitor,0.031107623,SOPHORETIN,rxcui:9060,QUERCETIN,TRUE,FALSE,TRUE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.021277076,RETINOIC ACID,rxcui:10753,TRETINOIN,TRUE,FALSE,TRUE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.162479487,MUSTARD,rxcui:6674,MECHLORETHAMINE,TRUE,FALSE,FALSE
NOS1,hgnc:7872,NOS1,NCI,14-Sep-17,,0.055852324,TRIIODOTHYRONINE,rxcui:10814,LIOTHYRONINE,TRUE,FALSE,FALSE
AKT1,hgnc:391,AKT1,PharmGKB,5-Jun-23,,0.020550541,doxepin,rxcui:203179,DOXEPIN HYDROCHLORIDE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,PharmGKB,5-Jun-23,,0.186110325,chlorpromazine,rxcui:2403,CHLORPROMAZINE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,PharmGKB,5-Jun-23,,0.011843384,propofol,rxcui:8782,PROPOFOL,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.444126912,ROPINIROLE,rxcui:72302,ROPINIROLE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.022558827,OLANZAPINE,rxcui:61381,OLANZAPINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.04180018,RISPERDAL,rxcui:35636,RISPERIDONE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.096900417,SERTINDOLE,rxcui:41996,SERTINDOLE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.266476147,MESORIDAZINE,rxcui:6779,MESORIDAZINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.096900417,THIETHYLPERAZINE,rxcui:10471,THIETHYLPERAZINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.056848245,AMISULPRIDE,rxcui:46303,AMISULPRIDE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.04180018,PROMAZINE,rxcui:8742,PROMAZINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.236867686,SULPIRIDE,rxcui:10239,SULPIRIDE,TRUE,FALSE,FALSE
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.238303248,Temsirolimus,rxcui:657797,TEMSIROLIMUS,TRUE,FALSE,TRUE
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.050757361,MELEVODOPA,ncit:C83927,MELEVODOPA,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
TUBA3C,hgnc:12408,TUBA3C,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
TUBB2A,hgnc:12412,TUBB2A,PharmGKB,5-Jun-23,,0.102253908,paclitaxel,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.031350135,LEVODOPA,rxcui:6375,LEVODOPA,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.266476147,MESORIDAZINE,rxcui:6779,MESORIDAZINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.096900417,SERTINDOLE,rxcui:41996,SERTINDOLE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.118433843,BUSPIRONE,rxcui:1827,BUSPIRONE,TRUE,FALSE,FALSE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,modulator,0.044954309,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
CTNNB1,hgnc:2514,CTNNB1,CGI,5-Jun-23,,0.157700679,Everolimus,rxcui:141704,EVEROLIMUS,TRUE,TRUE,TRUE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.059216922,PROCHLORPERAZINE,rxcui:8704,PROCHLORPERAZINE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.177650765,ASENAPINE MALEATE,rxcui:860647,ASENAPINE MALEATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.096900417,PALIPERIDONE PALMITATE,rxcui:679314,PALIPERIDONE,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.030527978,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.030895785,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.029608461,AMOXAPINE,rxcui:722,AMOXAPINE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,agonist,0.101514723,APOMORPHINE HYDROCHLORIDE,rxcui:1043,APOMORPHINE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.059216922,LOXAPINE SUCCINATE,rxcui:6476,LOXAPINE SUCCINATE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.032300139,TRIFLUOPERAZINE HYDROCHLORIDE,rxcui:91130,TRIFLUOPERAZINE HYDROCHLORIDE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,agonist,0.213180918,BREXPIPRAZOLE,rxcui:1658314,BREXPIPRAZOLE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,modulator,0.177650765,CARIPRAZINE HYDROCHLORIDE,rxcui:1721073,CARIPRAZINE HYDROCHLORIDE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.177650765,LUMATEPERONE,rxcui:2275602,LUMATEPERONE,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,modulator,0.044412691,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,modulator,0.044954309,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
TUBB2B,hgnc:30829,TUBB2B,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
TUBA1C,hgnc:20768,TUBA1C,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.130198794,PROFLAVINE,rxcui:8723,PROFLAVINE,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.05933607,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
TUBA3D,hgnc:24071,TUBA3D,DTC,5-Jun-23,,0.158229521,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.065099397,MECHLORETHAMINE HYDROCHLORIDE,rxcui:155036,MECHLORETHAMINE HYDROCHLORIDE,TRUE,FALSE,FALSE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.130198794,CETRIMIDE,rxcui:288088,CETRIMIDE,TRUE,FALSE,FALSE
BMP7,hgnc:1074,BMP7,PharmGKB,5-Jun-23,,0.060183728,methotrexate,rxcui:6851,METHOTREXATE,TRUE,FALSE,TRUE
BMP7,hgnc:1074,BMP7,PharmGKB,5-Jun-23,,0.085478339,daunorubicin,rxcui:3109,DAUNORUBICIN,TRUE,FALSE,TRUE
AKT1,hgnc:391,AKT1,TALC,12-May-16,inhibitor,0.1404287,NELFINAVIR,rxcui:134527,NELFINAVIR,TRUE,FALSE,TRUE
HDAC6,hgnc:14064,HDAC6,TALC,12-May-16,inhibitor,0.501531071,BELINOSTAT,rxcui:1543543,BELINOSTAT,TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.236867686,CARIPRAZINE,rxcui:1667655,CARIPRAZINE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.592169216,PERGOLIDE,rxcui:8047,PERGOLIDE,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.118433843,ARIPIPRAZOLE,rxcui:1673265,ARIPIPRAZOLE LAUROXIL,TRUE,FALSE,FALSE
UNIPROT:P14416,hgnc:3023,DRD2,TEND,1-Aug-11,,0.592169216,PERGOLIDE,rxcui:8047,PERGOLIDE,TRUE,FALSE,FALSE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.088825382,Dapiprazole,rxcui:22298,DAPIPRAZOLE,TRUE,FALSE,FALSE
TUBULIN BETA,hgnc:20778,TUBB,TTD,2020.06.01,,0.05933607,Vincristine,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.324958975,Osimertinib,rxcui:1721560,OSIMERTINIB,TRUE,FALSE,TRUE
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.223409295,Cabozantinib,rxcui:1363267,CABOZANTINIB S-MALATE,TRUE,FALSE,TRUE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.016923975,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
DOPAMINE D2 RECEPTOR,hgnc:3023,DRD2,TTD,2020.06.01,,0.236867686,Cariprazine,rxcui:1667655,CARIPRAZINE,TRUE,FALSE,FALSE
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.50844874,CRISABOROLE,rxcui:1865953,CRISABOROLE,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.011836254,AZACITIDINE,rxcui:1251,AZACITIDINE,TRUE,FALSE,TRUE
UNIPROT:P14416,hgnc:3023,DRD2,TdgClinicalTrial,14-Jan,,0.236867686,LOXAPINE,rxcui:6475,LOXAPINE,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.007080439,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
PDE1C,hgnc:8776,PDE1C,ChEMBL,32,inhibitor,0.867353734,PENTOXIFYLLINE,rxcui:8013,PENTOXIFYLLINE,TRUE,FALSE,FALSE
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,ChEMBL,32,agonist,0.027330887,ERGOLOID MESYLATES,rxcui:4024,"ERGOLOID MESYLATES, USP",TRUE,FALSE,FALSE
AKT1,hgnc:391,AKT1,DTC,5-Jun-23,,0.067405776,TOPOTECAN,rxcui:266573,TOPOTECAN HYDROCHLORIDE,TRUE,FALSE,TRUE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.355301529,MOLINDONE HYDROCHLORIDE,rxcui:7019,MOLINDONE,TRUE,FALSE,FALSE
DRD2,hgnc:3023,DRD2,ChEMBL,32,inhibitor,0.355301529,FLUPHENAZINE DECANOATE,rxcui:25190,FLUPHENAZINE DECANOATE,TRUE,FALSE,FALSE
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.030895785,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.008360036,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.068501805,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.057317837,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,modulator,0.044412691,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,modulator,0.044954309,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,modulator,0.044954309,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,modulator,0.043883969,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
TUBB,hgnc:20778,TUBB,ChEMBL,32,modulator,0.03761483,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,modulator,0.044954309,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,modulator,0.044954309,EPOTHILONE D,ncit:C2672,EPOTHILONE D,TRUE,FALSE,FALSE
