Gene,term,References,Evidence,,Type_GO,product_name,,type,,Date,,,
HSPA8,GO:0072318,GO_REF:0000033,IBA,PANTHER:PTN008570389|RGD:621725|MGI:MGI:105384|UniProtKB:O73885|UniProtKB:P19120|UniProtKB:A2Q0Z1|UniProtKB:P11142,P,Heat shock cognate 71 kDa protein,UniProtKB:A0A1D5PFJ6|PTN007673342,protein,NCBITaxon:9031,20240206,GO_Central,,
HSPA8,GO:0044183,GO_REF:0000033,IBA,PANTHER:PTN008570368|MGI:MGI:96244|UniProtKB:P0A6Y8|UniProtKB:P0DMV9|MGI:MGI:99517|MGI:MGI:95835|UniProtKB:P0DMV8,F,Heat shock cognate 71 kDa protein,UniProtKB:A0A1D5PFJ6|PTN007673342,protein,NCBITaxon:9031,20230603,GO_Central,,
HSPA8,GO:0016887,GO_REF:0000033,IBA,PANTHER:PTN008570368|FB:FBgn0001218|UniProtKB:Q8IB24|UniProtKB:Q57VR7|UniProtKB:K7NTP5|MGI:MGI:105384|SGD:S000002388|SGD:S000000171|UniProtKB:P11021|SGD:S000005153|WB:WBGene00002005|UniProtKB:P0A6Z1|UniProtKB:P0DMV9|PomBase:SPAC664.11|UniProtKB:P17066|UniProtKB:P0DMV8|SGD:S000003806|SGD:S000003571|RGD:621725|SGD:S000000004|UniProtKB:P77319|SGD:S000004361,F,Heat shock cognate 71 kDa protein,UniProtKB:A0A1D5PFJ6|PTN007673342,protein,NCBITaxon:9031,20240206,GO_Central,,
HSPA8,GO:0005829,GO_REF:0000033,IBA,PANTHER:PTN002500132|UniProtKB:P11142|WB:WBGene00002005|UniProtKB:P54652|RGD:621725|UniProtKB:P08106|SGD:S000003947|WB:WBGene00002026|PomBase:SPBC1709.05|SGD:S000000171|CGD:CAL0000184706|MGI:MGI:105384,C,Heat shock cognate 71 kDa protein,UniProtKB:A0A1D5PFJ6|PTN007673342,protein,NCBITaxon:9031,20231109,GO_Central,,
HSPA8,GO:0051085,GO_REF:0000033,IBA,PANTHER:PTN008570368|MGI:MGI:105384|UniProtKB:P0A6Y8,P,Heat shock cognate 71 kDa protein,UniProtKB:A0A1D5PFJ6|PTN007673342,protein,NCBITaxon:9031,20230111,GO_Central,,
HSPA8,GO:0031072,GO_REF:0000033,IBA,PANTHER:PTN008570368|UniProtKB:P0DMV9|UniProtKB:P34931|UniProtKB:P17066|UniProtKB:P0DMV8|UniProtKB:P11142|UniProtKB:Q8IB24|RGD:1311806|UniProtKB:K7NTP5,F,Heat shock cognate 71 kDa protein,UniProtKB:A0A1D5PFJ6|PTN007673342,protein,NCBITaxon:9031,20230603,GO_Central,,
HSPA8,GO:0005737,GO_REF:0000033,IBA,PANTHER:PTN002321897|TAIR:locus:2074984|SGD:S000004361|MGI:MGI:95835|UniProtKB:O73885|UniProtKB:P34931|TAIR:locus:2181833|UniProtKB:P11142|UniProtKB:Q8I2X4|SGD:S000000905|SGD:S000000171|UniProtKB:Q6Z7B0|SGD:S000001106|TAIR:locus:2101222|SGD:S000000004|MGI:MGI:99517|WB:WBGene00002005|UniProtKB:P0DMV9|UniProtKB:P0DMV8|UniProtKB:P17066|WB:WBGene00002008|MGI:MGI:105384|MGI:MGI:96244|UniProtKB:Q8IB24|PomBase:SPAC22A12.15c|WB:WBGene00002026|UniProtKB:Q8II24|UniProtKB:Q585X3|RGD:621725|SGD:S000003806|UniProtKB:P08106|UniProtKB:Q27975|SGD:S000000756|PomBase:SPAC664.11|TAIR:locus:2135897|SGD:S000002388|PomBase:SPCC1739.13|CGD:CAL0000184706|RGD:1595925|TAIR:locus:2158834|UniProtKB:P11021|dictyBase:DDB_G0269144|FB:FBgn0001218|TAIR:locus:2181818|TAIR:locus:2144801|PomBase:SPBC1709.05|UniProtKB:P38646|SGD:S000003571|UniProtKB:B9RYP6|UniProtKB:Q0VDF9|UniProtKB:P54652|MGI:MGI:96245|RGD:2843|WB:WBGene00002010|SGD:S000003947,C,Heat shock cognate 71 kDa protein,UniProtKB:A0A1D5PFJ6|PTN007673342,protein,NCBITaxon:9031,20240206,GO_Central,,
HSPA8,GO:0005886,GO_REF:0000033,IBA,PANTHER:PTN002500132|CGD:CAL0000194973|CGD:CAL0000184706|MGI:MGI:96243|CGD:CAL0000184853|MGI:MGI:105384,C,Heat shock cognate 71 kDa protein,UniProtKB:A0A1D5PFJ6|PTN007673342,protein,NCBITaxon:9031,20221008,GO_Central,,
HSPA8,GO:0005515,PMID:21707973,IMP,UniProtKB:Q91N81,F,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20130306,AgBase,,
HSPA8,GO:0005524,GO_REF:0000043,IEA,UniProtKB-KW:KW-0067,F,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20240408,UniProt,,
HSPA8,GO:0030674,GO_REF:0000024,ISS,UniProtKB:P11142,F,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20230119,UniProt,,
HSPA8,GO:0140662,GO_REF:0000002,IEA,InterPro:IPR013126,F,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20240408,InterPro,,
HSPA8,GO:0007369,PMID:9707581,IEP,,P,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20170302,AgBase,,
HSPA8,GO:0009792,PMID:9707581,IEP,,P,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20170302,AgBase,,
HSPA8,GO:0048568,PMID:9707581,IEP,,P,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20170302,AgBase,,
HSPA8,GO:0061740,GO_REF:0000024,ISS,UniProtKB:P11142,P,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20230119,UniProt,,
HSPA8,GO:0072318,PMID:8524399,IDA,,P,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20231027,UniProt,,
HSPA8,GO:0005765,GO_REF:0000024,ISS,UniProtKB:P11142,C,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20230119,UniProt,,
HSPA8,GO:0005634,PMID:21707973,IMP,UniProtKB:Q91N81,C,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20130306,AgBase,,
HSPA8,GO:0005730,GO_REF:0000044,IEA,UniProtKB-SubCell:SL-0188,C,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20240408,UniProt,,
HSPA8,GO:0005737,PMID:21707973,IMP,,C,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20130306,AgBase,,
HSPA8,GO:1990904,GO_REF:0000024,ISS,UniProtKB:P11142,C,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20091102,UniProt,,
HSPA8,GO:0016887,GO_REF:0000033,IBA,PANTHER:PTN008570368|FB:FBgn0001218|UniProtKB:Q8IB24|UniProtKB:Q57VR7|UniProtKB:K7NTP5|MGI:MGI:105384|SGD:S000002388|SGD:S000000171|UniProtKB:P11021|SGD:S000005153|WB:WBGene00002005|UniProtKB:P0A6Z1|UniProtKB:P0DMV9|PomBase:SPAC664.11|UniProtKB:P17066|UniProtKB:P0DMV8|SGD:S000003806|SGD:S000003571|RGD:621725|SGD:S000000004|UniProtKB:P77319|SGD:S000004361,F,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20240206,GO_Central,,
HSPA8,GO:0005886,GO_REF:0000033,IBA,PANTHER:PTN002500132|CGD:CAL0000194973|CGD:CAL0000184706|MGI:MGI:96243|CGD:CAL0000184853|MGI:MGI:105384,C,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20221008,GO_Central,,
HSPA8,GO:0072318,GO_REF:0000033,IBA,PANTHER:PTN008570389|RGD:621725|MGI:MGI:105384|UniProtKB:O73885|UniProtKB:P19120|UniProtKB:A2Q0Z1|UniProtKB:P11142,P,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20240206,GO_Central,,
HSPA8,GO:0042026,GO_REF:0000033,IBA,PANTHER:PTN008570368|UniProtKB:P54652|SGD:S000000004|SGD:S000003806|UniProtKB:P11142|UniProtKB:P0DMV8|UniProtKB:P17066|UniProtKB:P0DMV9|UniProtKB:P34931,P,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20221122,GO_Central,,
HSPA8,GO:0031072,GO_REF:0000033,IBA,PANTHER:PTN008570368|UniProtKB:P0DMV9|UniProtKB:P34931|UniProtKB:P17066|UniProtKB:P0DMV8|UniProtKB:P11142|UniProtKB:Q8IB24|RGD:1311806|UniProtKB:K7NTP5,F,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20230603,GO_Central,,
HSPA8,GO:0044183,GO_REF:0000033,IBA,PANTHER:PTN008570368|MGI:MGI:96244|UniProtKB:P0A6Y8|UniProtKB:P0DMV9|MGI:MGI:99517|MGI:MGI:95835|UniProtKB:P0DMV8,F,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20230603,GO_Central,,
HSPA8,GO:0005829,GO_REF:0000033,IBA,PANTHER:PTN002500132|UniProtKB:P11142|WB:WBGene00002005|UniProtKB:P54652|RGD:621725|UniProtKB:P08106|SGD:S000003947|WB:WBGene00002026|PomBase:SPBC1709.05|SGD:S000000171|CGD:CAL0000184706|MGI:MGI:105384,C,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20231109,GO_Central,,
HSPA8,GO:0005634,GO_REF:0000033,IBA,PANTHER:PTN002500132|UniProtKB:Q5KKP4|UniProtKB:P11142|PomBase:SPAC13G7.02c|MGI:MGI:96243|WB:WBGene00002005|PomBase:SPCC1739.13|UniProtKB:O73885|SGD:S000000905|UniProtKB:P08106|SGD:S000000004,C,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20231109,GO_Central,,
HSPA8,GO:0005737,GO_REF:0000033,IBA,PANTHER:PTN002321897|TAIR:locus:2074984|SGD:S000004361|MGI:MGI:95835|UniProtKB:O73885|UniProtKB:P34931|TAIR:locus:2181833|UniProtKB:P11142|UniProtKB:Q8I2X4|SGD:S000000905|SGD:S000000171|UniProtKB:Q6Z7B0|SGD:S000001106|TAIR:locus:2101222|SGD:S000000004|MGI:MGI:99517|WB:WBGene00002005|UniProtKB:P0DMV9|UniProtKB:P0DMV8|UniProtKB:P17066|WB:WBGene00002008|MGI:MGI:105384|MGI:MGI:96244|UniProtKB:Q8IB24|PomBase:SPAC22A12.15c|WB:WBGene00002026|UniProtKB:Q8II24|UniProtKB:Q585X3|RGD:621725|SGD:S000003806|UniProtKB:P08106|UniProtKB:Q27975|SGD:S000000756|PomBase:SPAC664.11|TAIR:locus:2135897|SGD:S000002388|PomBase:SPCC1739.13|CGD:CAL0000184706|RGD:1595925|TAIR:locus:2158834|UniProtKB:P11021|dictyBase:DDB_G0269144|FB:FBgn0001218|TAIR:locus:2181818|TAIR:locus:2144801|PomBase:SPBC1709.05|UniProtKB:P38646|SGD:S000003571|UniProtKB:B9RYP6|UniProtKB:Q0VDF9|UniProtKB:P54652|MGI:MGI:96245|RGD:2843|WB:WBGene00002010|SGD:S000003947,C,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20240206,GO_Central,,
HSPA8,GO:0051085,GO_REF:0000033,IBA,PANTHER:PTN008570368|MGI:MGI:105384|UniProtKB:P0A6Y8,P,Heat shock cognate 71 kDa protein,HSC70,protein,NCBITaxon:9031,20230111,GO_Central,,
Hspa8,GO:0000082,PMID:10198213|RGD:2326098,IEP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150818,RGD,,
Hspa8,GO:0000974,RGD:1624291,ISO,UniProtKB:P11142,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20210519,RGD,,
Hspa8,GO:0000974,GO_REF:0000024|RGD:1600115,ISS,UniProtKB:P11142,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20120718,UniProt,,
Hspa8,GO:0000974,GO_REF:0000107|RGD:1600115,IEA,UniProtKB:P11142|ensembl:ENSP00000432083,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240129,Ensembl,,UniProtKB:D4A4S3
Hspa8,GO:0000974,RGD:1624291,ISO,UniProtKB:P11142,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20120718,RGD,,
Hspa8,GO:0001664,GO_REF:0000107|RGD:1600115,IEA,UniProtKB:P11142|ensembl:ENSP00000432083,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240129,Ensembl,,UniProtKB:D4A4S3
Hspa8,GO:0001664,RGD:1624291,ISO,UniProtKB:P11142,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20140813,RGD,,
Hspa8,GO:0001786,GO_REF:0000107|RGD:1600115,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240129,Ensembl,,UniProtKB:D4A4S3
Hspa8,GO:0001786,RGD:1624291,ISO,MGI:105384,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20220810,RGD,,
Hspa8,GO:0001822,PMID:9764759|RGD:10059383,IEP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150813,RGD,,
Hspa8,GO:0001916,PMID:8871636|RGD:10059395,IMP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150814,RGD,,
Hspa8,GO:0001917,PMID:10549657|RGD:10059381,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150813,RGD,,
Hspa8,GO:0003723,PMID:23159318|RGD:10040996,IDA,,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150507,RGD,,
Hspa8,GO:0005102,PMID:11133993|RGD:2326097,IPI,RGD:70488,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20100623,RGD,,
Hspa8,GO:0005515,PMID:10198213|RGD:2326098,IPI,RGD:69062,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20100623,RGD,,
Hspa8,GO:0005515,PMID:12514190|RGD:1299605,IPI,RGD:727936,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20070712,RGD,,
Hspa8,GO:0005515,PMID:15708368|RGD:12050137,IPI,UniProtKB:O70593,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20170102,UniProt,,
Hspa8,GO:0005515,PMID:17877381|RGD:2302074,IPI,RGD:2617,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20101221,RGD,,
Hspa8,GO:0005515,PMID:18307834|RGD:8661625,IPI,UniProtKB:P80067,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20140522,ParkinsonsUK-UCL,UBERON:0002107,
Hspa8,GO:0005515,PMID:19457116|RGD:5130974,IPI,RGD:3694,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20110418,RGD,,
Hspa8,GO:0005515,PMID:23159318|RGD:10040996,IPI,RGD:71058,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150507,RGD,,
Hspa8,GO:0005515,PMID:8806721|RGD:10059379,IPI,UniprotKB:P00711,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150813,RGD,,
Hspa8,GO:0005515,PMID:9528774|RGD:634185,IPI,RGD:621312|RGD:621599,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20100624,RGD,,
Hspa8,GO:0005524,GO_REF:0000043|RGD:1600115,IEA,UniProtKB-KW:KW-0067,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240408,UniProt,,UniProtKB:A0A8I6A5N6
Hspa8,GO:0005524,GO_REF:0000107|RGD:1600115,IEA,UniProtKB:P11142|ensembl:ENSP00000432083,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240129,Ensembl,,UniProtKB:D4A4S3
Hspa8,GO:0005524,PMID:11133993|RGD:2326097,IDA,,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20100623,RGD,,
Hspa8,GO:0005524,RGD:1624291,ISO,UniProtKB:P11142,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20140415,RGD,,
Hspa8,GO:0005634,GO_REF:0000024|RGD:1600115,ISS,UniProtKB:P11142,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20120718,UniProt,,
Hspa8,GO:0005634,RGD:1624291,ISO,UniProtKB:P11142,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20120718,RGD,,
Hspa8,GO:0005681,RGD:1624291,ISO,UniProtKB:P11142,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20210519,RGD,,
Hspa8,GO:0005681,GO_REF:0000043|RGD:1600115,IEA,UniProtKB-KW:KW-0747,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240408,UniProt,,UniProtKB:A0A8I6A5N6
Hspa8,GO:0005681,GO_REF:0000107|RGD:1600115,IEA,UniProtKB:P11142|ensembl:ENSP00000432083,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240129,Ensembl,,UniProtKB:D4A4S3
Hspa8,GO:0005730,GO_REF:0000044|RGD:1600115,IEA,UniProtKB-SubCell:SL-0188,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240408,UniProt,,
Hspa8,GO:0005737,RGD:1624291,ISO,MGI:105384,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20160525,RGD,,
Hspa8,GO:0005765,RGD:1624291,ISO,UniProtKB:P11142,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20230119,RGD,,
Hspa8,GO:0005765,GO_REF:0000107|RGD:1600115,IEA,UniProtKB:P11142|ensembl:ENSP00000432083,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240129,Ensembl,,UniProtKB:D4A4S3
Hspa8,GO:0005765,PMID:18644871|RGD:10412301,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20151019,ParkinsonsUK-UCL,,
Hspa8,GO:0005765,PMID:9038169|RGD:10059368,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150813,RGD,,
Hspa8,GO:0005770,GO_REF:0000107|RGD:1600115,IEA,UniProtKB:P63017|ensembl:ENSMUSP00000015800,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240129,Ensembl,,UniProtKB:D4A4S3
Hspa8,GO:0005770,RGD:1624291,ISO,MGI:105384,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20151110,RGD,,
Hspa8,GO:0005776,PMID:20392947|RGD:10059398,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150814,RGD,,
Hspa8,GO:0005829,RGD:1600115|Reactome:R-RNO-9613356,TAS,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20180713,Reactome,,
Hspa8,GO:0005829,RGD:1600115|Reactome:R-RNO-9615712,TAS,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20180713,Reactome,,
Hspa8,GO:0005829,RGD:1600115|Reactome:R-RNO-9620205,TAS,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20180713,Reactome,,
Hspa8,GO:0005829,RGD:1600115|Reactome:R-RNO-9622832,TAS,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20180713,Reactome,,
Hspa8,GO:0005829,RGD:1600115|Reactome:R-RNO-9626236,TAS,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20180713,Reactome,,
Hspa8,GO:0005829,RGD:1600115|Reactome:R-RNO-9626239,TAS,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20180713,Reactome,,
Hspa8,GO:0005829,RGD:1600115|Reactome:R-RNO-9626254,TAS,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20180713,Reactome,,
Hspa8,GO:0005829,RGD:1624291,ISO,MGI:105384,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20081016,RGD,,
Hspa8,GO:0005829,RGD:1624291,ISO,UniProtKB:P11142,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20140403,RGD,,
Hspa8,GO:0005874,PMID:2527848|RGD:10059393,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150814,RGD,,
Hspa8,GO:0005882,PMID:7721954|RGD:10059404,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150814,RGD,,
Hspa8,GO:0006397,GO_REF:0000043|RGD:1600115,IEA,UniProtKB-KW:KW-0507,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240408,UniProt,,UniProtKB:A0A8I6A278
Hspa8,GO:0006457,RGD:1624291,ISO,MGI:105384,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20031211,RGD,,
Hspa8,GO:0006457,GO_REF:0000108|RGD:1600115,IEA,GO:0140662,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240409,GOC,,UniProtKB:A0A8I6A5N6
Hspa8,GO:0006606,PMID:8892974|RGD:10059380,IMP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150813,RGD,,
Hspa8,GO:0007519,PMID:12909603|RGD:10059373,IEP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150813,RGD,,
Hspa8,GO:0008021,PMID:19457116|RGD:5130974,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20110418,RGD,,
Hspa8,GO:0008088,PMID:11933046|RGD:10059372,IEP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150813,RGD,,
Hspa8,GO:0008380,GO_REF:0000043|RGD:1600115,IEA,UniProtKB-KW:KW-0508,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240408,UniProt,,UniProtKB:D4A4S3
Hspa8,GO:0009410,PMID:10425221|RGD:10059382,IEP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150813,RGD,,
Hspa8,GO:0009986,PMID:8228242|RGD:10059407,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150814,RGD,,
Hspa8,GO:0010045,PMID:15736156|RGD:10059324,IEP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150812,RGD,,
Hspa8,GO:0010628,PMID:8734434|RGD:10059392,IMP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150814,RGD,,
Hspa8,GO:0010667,PMID:21958194|RGD:10059326,IMP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150812,RGD,,
Hspa8,GO:0014069,PMID:11230095|RGD:10059401,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240306,SynGO,GO:0098978|UBERON:0002421,
Hspa8,GO:0014069,PMID:9878698|RGD:10059325,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240306,SynGO,GO:0098978|UBERON:0001950,
Hspa8,GO:0014069,PMID:9878698|RGD:10059325,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20161028,ParkinsonsUK-UCL,CL:0010012|GO:0044309|CL:1001611|GO:0044309,
Hspa8,GO:0014823,PMID:10606824|RGD:10059364,IEP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150813,RGD,,
Hspa8,GO:0016191,PMID:9878698|RGD:10059325,IDA,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20220810,SynGO,,
Hspa8,GO:0016887,PMID:20060297|RGD:10448947,IDA,,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20151026,MGI,,
Hspa8,GO:0016887,PMID:9528774|RGD:634185,IDA,,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20100624,RGD,,
Hspa8,GO:0016887,RGD:1624291,ISO,MGI:105384,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20040218,RGD,,
Hspa8,GO:0019899,PMID:21958194|RGD:10059326,IPI,RGD:2553,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150812,RGD,,
Hspa8,GO:0019899,RGD:1624291,ISO,UniProtKB:P11142,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20140415,RGD,,
Hspa8,GO:0021549,PMID:9764759|RGD:10059383,IEP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150813,RGD,,
Hspa8,GO:0030424,PMID:9878698|RGD:10059325,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150812,RGD,,
Hspa8,GO:0030425,PMID:9878698|RGD:10059325,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20161028,ParkinsonsUK-UCL,CL:0010012|CL:1001611,
Hspa8,GO:0030425,PMID:9878698|RGD:10059325,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150812,RGD,,
Hspa8,GO:0030674,GO_REF:0000024|RGD:1600115,ISS,UniProtKB:P11142,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20230119,UniProt,,
Hspa8,GO:0030674,GO_REF:0000107|RGD:1600115,IEA,UniProtKB:P11142|ensembl:ENSP00000432083,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240129,Ensembl,,UniProtKB:D4A4S3
Hspa8,GO:0030674,RGD:1624291,ISO,UniProtKB:P11142,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20230119,RGD,,
Hspa8,GO:0030900,PMID:9878698|RGD:10059325,IEP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150812,RGD,,
Hspa8,GO:0031072,RGD:1624291,ISO,UniProtKB:P11142,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150731,RGD,,
Hspa8,GO:0031625,GO_REF:0000107|RGD:1600115,IEA,UniProtKB:P11142|ensembl:ENSP00000432083,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240129,Ensembl,,UniProtKB:D4A4S3
Hspa8,GO:0031625,RGD:1624291,ISO,UniProtKB:P11142,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20140813,RGD,,
Hspa8,GO:0031647,GO_REF:0000107|RGD:1600115,IEA,UniProtKB:P11142|ensembl:ENSP00000432083,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20240129,Ensembl,,UniProtKB:D4A4S3
Hspa8,GO:0031647,RGD:1624291,ISO,UniProtKB:P11142,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20151012,RGD,,
Hspa8,GO:0031686,PMID:10866672|RGD:10059330,IPI,RGD:730818,F,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150812,RGD,,
Hspa8,GO:0032279,PMID:11230095|RGD:10059401,IDA,,C,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150814,RGD,,
Hspa8,GO:0032355,PMID:9990085|RGD:10059328,IEP,,P,heat shock protein family A (Hsp70) member 8,,gene,NCBITaxon:10116,20150812,RGD,,
