gene_claim_name,gene_concept_id,Gene_name,interaction_source_db_name,interaction_source_db_version,interaction_type,interaction_score,drug_claim_name,drug_concept_id,drug_name,approved,immunotherapy,anti_neoplastic,Interactor_Type,ATC_Code,ATC_Category
UNIPROT:P68371,hgnc:20771,TUBB4B,TdgClinicalTrial,14-Jan,,0.142120612,MEBENDAZOLE,rxcui:6672,MEBENDAZOLE,TRUE,FALSE,FALSE,Novel,,Anthelmintics
HTT,hgnc:4851,HTT,PharmGKB,5-Jun-23,,0.008491226,methylphenidate,rxcui:203188,METHYLPHENIDATE HYDROCHLORIDE,TRUE,FALSE,TRUE,Both,,Centrally acting sympathomimetics
GSK3B,hgnc:4617,GSK3B,DTC,5-Jun-23,,0.033606868,GW843682X,chembl:CHEMBL514499,GW843682X,FALSE,FALSE,FALSE,Known,,Bronchodilator
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.031272563,VORINOSTAT,rxcui:194337,VORINOSTAT,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.040122486,CROLIBULIN,ncit:C66938,CROLIBULIN,FALSE,FALSE,FALSE,Known,,Natural Product
AMYLOID BETA A4 PROTEIN,hgnc:620,APP,TTD,2020.06.01,,1.310667864,Florbetapir F-18,rxcui:1427224,FLORBETAPIR F-18,TRUE,FALSE,FALSE,Both,,Other diagnostic radiopharmaceuticals
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.030045876,CAPTAN,rxcui:1368147,CAPTAN,TRUE,FALSE,FALSE,Both,,Pesticide
AKT1,hgnc:391,AKT1,CIViC,5-Jun-23,,0.033702888,DABRAFENIB,rxcui:1424911,DABRAFENIB,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.031272563,VORINOSTAT,rxcui:194337,VORINOSTAT,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
AKT1,hgnc:391,AKT1,CGI,5-Jun-23,,0.049563071,Everolimus,rxcui:141704,EVEROLIMUS,TRUE,TRUE,TRUE,Known,,Antineoplastic agents
CTNNB1,hgnc:2514,CTNNB1,CGI,5-Jun-23,,0.094067072,Letrozole,rxcui:72965,LETROZOLE,TRUE,FALSE,TRUE,,,Hormonal therapies
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.203379496,THEOPHYLLINE SODIUM GLYCINATE,rxcui:155075,THEOPHYLLINE SODIUM GLYCINATE,TRUE,FALSE,FALSE,Unknown,,Bronchodilator
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.008461988,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Unknown,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.044954309,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Unknown,,Antineoplastic agents
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,modulator,0.047951263,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Unknown,,Antineoplastic Agent
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,modulator,0.047951263,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Both,,Antineoplastic Agent
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,modulator,0.046809567,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,modulator,0.047951263,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Novel,,Antineoplastic Agent
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,modulator,0.047951263,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Novel,,Antineoplastic Agent
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,modulator,0.047373537,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Novel,,Antineoplastic Agent
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Known,,Monoclonal Antibody-Drug Conjugate
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.047951263,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.042309938,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA1B,hgnc:18809,TUBA1B,ChEMBL,32,inhibitor,0.047951263,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.035402193,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Known,,Tubulin Inhibitor
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.042309938,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB3,hgnc:20772,TUBB3,DTC,5-Jun-23,,0.089908619,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBB4A,hgnc:20774,TUBB4A,DTC,5-Jun-23,,0.089908619,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB3,hgnc:20772,TUBB3,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Both,,Musculo-skeletal system
TUBA1A,hgnc:20766,TUBA1A,DTC,5-Jun-23,,0.139031033,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Both,,Musculo-skeletal system
TUBA3D,hgnc:24071,TUBA3D,DTC,5-Jun-23,,1.248255109,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.03955738,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
TUBA1A,hgnc:20766,TUBA1A,DTC,5-Jun-23,,0.040033975,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.050652743,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.089908619,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBA3D,hgnc:24071,TUBA3D,DTC,5-Jun-23,,0.351071749,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.030045876,LEFLUNOMIDE,rxcui:27169,LEFLUNOMIDE,TRUE,FALSE,FALSE,Both,,Immunosuppressants
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.055799483,MIBEFRADIL DIHYDROCHLORIDE,rxcui:83214,MIBEFRADIL DIHYDROCHLORIDE,TRUE,FALSE,FALSE,Both,,Calcium channel blockers
PRKCA,hgnc:9393,PRKCA,MyCancerGenome,20-Jun-17,inhibitor,0.031107623,SOPHORETIN,rxcui:9060,QUERCETIN,TRUE,FALSE,TRUE,Novel,,Nutraceutical
AKT1,hgnc:391,AKT1,PharmGKB,5-Jun-23,,0.020550541,doxepin,rxcui:203179,DOXEPIN HYDROCHLORIDE,TRUE,FALSE,FALSE,Known,,Antidepressants
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TdgClinicalTrial,14-Jan,,0.2808574,GIVINOSTAT,ncit:C71716,GIVINOSTAT,FALSE,FALSE,TRUE,Known,,Histone Deacetylase Inhibitor
HISTONE DEACETYLASE 6,hgnc:14064,HDAC6,TTD,2020.06.01,,1.404286998,Citarinostat,ncit:C121641,CITARINOSTAT,FALSE,FALSE,FALSE,Known,,Histone Deacetylase Inhibitor
RAC-ALPHA SERINE/THREONINE-PROTEIN KINASE,hgnc:391,AKT1,TTD,2020.06.01,,0.2808574,ARQ 092,ncit:C99172,MIRANSERTIB,FALSE,FALSE,FALSE,Known,,Phosphoinositide 3-Kinase Inhibitor
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.238303248,Temsirolimus,rxcui:657797,TEMSIROLIMUS,TRUE,FALSE,TRUE,,,Antineoplastic agents
TUBB4A,hgnc:20774,TUBB4A,DTC,5-Jun-23,,0.089908619,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Novel,,Antineoplastic agents
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.04180018,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB3,hgnc:20772,TUBB3,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
TUBA3C,hgnc:12408,TUBA3C,DTC,5-Jun-23,,0.040522194,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
TUBB2A,hgnc:12412,TUBB2A,PharmGKB,5-Jun-23,,0.102253908,paclitaxel,rxcui:56946,PACLITAXEL,TRUE,FALSE,TRUE,Unknown,,Taxanes
AKT1,hgnc:391,AKT1,MyCancerGenomeClinicalTrial,30-Feburary-2014,inhibitor,0.505543319,PERIFOSINE,ncit:C1727,PERIFOSINE,FALSE,FALSE,TRUE,Known,,Phosphoinositide 3-Kinase Inhibitor
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.044954309,TUSAMITAMAB RAVTANSINE,ncit:C117229,TUSAMITAMAB RAVTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.319675089,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.087767937,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
UNIPROT:P49841,hgnc:4617,GSK3B,TdgClinicalTrial,14-Jan,,1.310667864,TIDEGLUSIB,ncit:C97364,TIDEGLUSIB,FALSE,FALSE,FALSE,Known,,Glycogen Synthase Kinase 3 Inhibitor
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,modulator,0.047951263,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
CTNNB1,hgnc:2514,CTNNB1,CGI,5-Jun-23,,0.157700679,Everolimus,rxcui:141704,EVEROLIMUS,TRUE,TRUE,TRUE,,,Antineoplastic agents
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.030527978,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Unknown,,Antineoplastic agents
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.030895785,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Novel,,Epothilones
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Novel,,Epothilones
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,inhibitor,0.034250902,IXABEPILONE,rxcui:337523,IXABEPILONE,TRUE,FALSE,FALSE,Both,,Epothilones
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,POLATUZUMAB VEDOTIN,rxcui:2174090,POLATUZUMAB VEDOTIN,TRUE,FALSE,FALSE,Unknown,,Antineoplastic agents
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.044954309,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB2A,hgnc:12412,TUBB2A,ChEMBL,32,inhibitor,0.043883969,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.044954309,AZINTUXIZUMAB VEDOTIN,ncit:C122816,AZINTUXIZUMAB VEDOTIN,FALSE,FALSE,FALSE,Unknown,,Monoclonal Antibody-Drug Conjugate
TUBA1C,hgnc:20768,TUBA1C,ChEMBL,32,inhibitor,0.044954309,LIFASTUZUMAB VEDOTIN,ncit:C116747,LIFASTUZUMAB VEDOTIN,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.044954309,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Unknown,,Antineoplastic agents
TUBB,hgnc:20778,TUBB,ChEMBL,32,inhibitor,0.03761483,BELANTAMAB MAFODOTIN,rxcui:2387833,BELANTAMAB MAFODOTIN-BLMF,TRUE,FALSE,FALSE,Known,,Antineoplastic agents
TUBB2B,hgnc:30829,TUBB2B,ChEMBL,32,modulator,0.047951263,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Both,,Antineoplastic Agent
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,modulator,0.047951263,LAROTAXEL,ncit:C48427,LAROTAXEL,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,modulator,0.047373537,PACLITAXEL DOCOSAHEXAENOIC ACID,drugbank:DB05297,PACLITAXEL DOCOSAHEXAENOIC ACID,FALSE,FALSE,FALSE,Both,,Antineoplastic Agent
TUBA1A,hgnc:20766,TUBA1A,ChEMBL,32,inhibitor,0.044412691,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody-Drug Conjugate
TUBB4A,hgnc:20774,TUBB4A,ChEMBL,32,inhibitor,0.044954309,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.042309938,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBA3C,hgnc:12408,TUBA3C,ChEMBL,32,inhibitor,0.042309938,SOBLIDOTIN,ncit:C26672,SOBLIDOTIN,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBA4A,hgnc:12407,TUBA4A,ChEMBL,32,inhibitor,0.047951263,PLOCABULIN,ncit:C95888,PLOCABULIN,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB2B,hgnc:30829,TUBB2B,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Both,,Musculo-skeletal system
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Novel,,Musculo-skeletal system
TUBA1C,hgnc:20768,TUBA1C,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Novel,,Musculo-skeletal system
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.130198794,PROFLAVINE,rxcui:8723,PROFLAVINE,TRUE,FALSE,FALSE,Both,,Antiseptics and disinfectants
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.312063777,COMBRETASTATIN A4,drugbank:DB14680,COMBRETASTATIN A4,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB,hgnc:20778,TUBB,DTC,5-Jun-23,,0.05933607,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
TUBA3D,hgnc:24071,TUBA3D,DTC,5-Jun-23,,0.158229521,VINCRISTINE,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Novel,,Antineoplastic agents
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.065099397,MECHLORETHAMINE HYDROCHLORIDE,rxcui:155036,MECHLORETHAMINE HYDROCHLORIDE,TRUE,FALSE,FALSE,Both,,Antineoplastic agents
TUBB4B,hgnc:20771,TUBB4B,DTC,5-Jun-23,,0.088825382,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBB3,hgnc:20772,TUBB3,DTC,5-Jun-23,,0.089908619,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Both,,Tubulin Inhibitor
TUBA1B,hgnc:18809,TUBA1B,DTC,5-Jun-23,,0.089908619,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA3C,hgnc:12408,TUBA3C,DTC,5-Jun-23,,0.089908619,MAYTANSINOL,chembl:CHEMBL214154,MAYTANSINOL,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
PRKACA,hgnc:9380,PRKACA,DTC,5-Jun-23,,0.068581458,GO-6976,drugbank:DB17029,GO-6976,FALSE,FALSE,FALSE,Both,,Protein Kinase C Inhibitor
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.130198794,FASUDIL HYDROCHLORIDE,chembl:CHEMBL541388,FASUDIL HYDROCHLORIDE,FALSE,FALSE,FALSE,Both,,Rho-Kinase Inhibitor
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.019529819,PHENANTHROLINE,drugbank:DB02365,"1,10-PHENANTHROLINE",FALSE,FALSE,FALSE,Both,,Metal Ion Chelator
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.130198794,CETRIMIDE,rxcui:288088,CETRIMIDE,TRUE,FALSE,FALSE,Both,,Antiseptics and disinfectants
AKT1,hgnc:391,AKT1,TALC,12-May-16,inhibitor,0.1404287,NELFINAVIR,rxcui:134527,NELFINAVIR,TRUE,FALSE,TRUE,Known,,Antivirals for systemic use
HDAC6,hgnc:14064,HDAC6,TALC,12-May-16,inhibitor,0.501531071,BELINOSTAT,rxcui:1543543,BELINOSTAT,TRUE,FALSE,TRUE,Known,,Other antineoplastic agents
UNIPROT:P17252,hgnc:9393,PRKCA,TdgClinicalTrial,14-Jan,,0.614375561,BRYOSTATIN,chembl:CHEMBL449158,BRYOSTATIN,FALSE,FALSE,TRUE,Novel,,Protein Kinase C Modulator
UNIPROT:Q9UBN7,hgnc:14064,HDAC6,TdgClinicalTrial,14-Jan,,0.382987363,CRA-024781,ncit:C68920,ABEXINOSTAT,FALSE,FALSE,TRUE,Known,,Histone Deacetylase Inhibitor
TUBULIN BETA,hgnc:20778,TUBB,TTD,2020.06.01,,0.05933607,Vincristine,rxcui:11202,VINCRISTINE,TRUE,FALSE,TRUE,Known,,Antineoplastic agents
AMYLOID BETA A4 PROTEIN,hgnc:620,APP,TTD,2020.06.01,,3.932003593,Gantenerumab,ncit:C88580,GANTENERUMAB,FALSE,FALSE,FALSE,Both,,Monoclonal Antibody
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.324958975,Osimertinib,rxcui:1721560,OSIMERTINIB,TRUE,FALSE,TRUE,,,Antineoplastic agents
CTNNB1,hgnc:2514,CTNNB1,JAX-CKB,5-Jun-23,,0.223409295,Cabozantinib,rxcui:1363267,CABOZANTINIB S-MALATE,TRUE,FALSE,TRUE,,,Antineoplastic agents
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.016923975,DOCETAXEL,rxcui:1299922,DOCETAXEL ANHYDROUS,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
PDE4C,hgnc:8782,PDE4C,ChEMBL,32,inhibitor,0.50844874,CRISABOROLE,rxcui:1865953,CRISABOROLE,TRUE,FALSE,FALSE,Unknown,,Phosphodiesterase 4 Inhibitor
TUBB4B,hgnc:20771,TUBB4B,DTC,5-Jun-23,,0.088825382,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Novel,,Tubulin Inhibitor
TUBA4A,hgnc:12407,TUBA4A,DTC,5-Jun-23,,0.140726534,COLCHICINE,rxcui:2683,COLCHICINE,TRUE,FALSE,FALSE,Unknown,,Musculo-skeletal system
TUBB4B,hgnc:20771,TUBB4B,ChEMBL,32,inhibitor,0.044412691,CANTUZUMAB MERTANSINE,ncit:C95782,CANTUZUMAB MERTANSINE,FALSE,FALSE,FALSE,Novel,,Monoclonal Antibody-Drug Conjugate
GSK3B,hgnc:4617,GSK3B,DTC,5-Jun-23,,0.524267146,BETULINIC ACID,ncit:C38126,BETULINIC ACID,FALSE,FALSE,FALSE,Known,,Natural Product
TUBB2A,hgnc:12412,TUBB2A,DTC,5-Jun-23,,0.087767937,MAYTANSINE,ncit:C626,MAYTANSINE,FALSE,FALSE,FALSE,Unknown,,Tubulin Inhibitor
TUBB3,hgnc:20772,TUBB3,ChEMBL,32,inhibitor,0.031272563,ERIBULIN MESYLATE,rxcui:1045452,ERIBULIN MESYLATE,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
HTT,hgnc:4851,HTT,DTC,5-Jun-23,,0.011836254,AZACITIDINE,rxcui:1251,AZACITIDINE,TRUE,FALSE,TRUE,Both,,Antineoplastic agents
