ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0001654,eye development,6/90,384/18866,0.010154445,0.047559702,0.032444161,CEP290/CTNNB1/HIF1A/HIPK1/PRPH2/PSEN1,6
GO:0006858,extracellular transport,2/90,32/18866,0.010171925,0.047559702,0.032444161,CCDC39/CCDC40,2
GO:0051085,chaperone cofactor-dependent protein refolding,2/90,32/18866,0.010171925,0.047559702,0.032444161,HSPA1L/HSPA8,2
GO:1903959,regulation of anion transmembrane transport,2/90,32/18866,0.010171925,0.047559702,0.032444161,AKT1/PSEN1,2
GO:0051591,response to cAMP,3/90,94/18866,0.010295677,0.048057953,0.032784056,AKAP9/APP/EEF2K,3
GO:0060401,cytosolic calcium ion transport,4/90,178/18866,0.010434061,0.048622723,0.03316933,HAP1/HTT/PRKACA/YWHAE,4
GO:0006903,vesicle targeting,3/90,95/18866,0.010595297,0.04921005,0.033569991,CLASP1/CSNK1D/PSEN1,3
GO:0048814,regulation of dendrite morphogenesis,3/90,95/18866,0.010595297,0.04921005,0.033569991,EEF2K/GSK3B/PAFAH1B1,3
GO:0150063,visual system development,6/90,388/18866,0.010649141,0.049378105,0.033684635,CEP290/CTNNB1/HIF1A/HIPK1/PRPH2/PSEN1,6
GO:0010464,regulation of mesenchymal cell proliferation,2/90,33/18866,0.010794861,0.04972394,0.033920555,CTNNB1/CTNNBIP1,2
GO:0050685,positive regulation of mRNA processing,2/90,33/18866,0.010794861,0.04972394,0.033920555,HSF1/HSPA8,2
GO:1902003,regulation of amyloid-beta formation,2/90,33/18866,0.010794861,0.04972394,0.033920555,APP/HAP1,2
GO:1904893,negative regulation of receptor signaling pathway via STAT,2/90,33/18866,0.010794861,0.04972394,0.033920555,HGS/VHL,2
GO:0008361,regulation of cell size,4/90,181/18866,0.011042675,0.050781777,0.034642188,AKT1/GSK3B/HSP90AB1/PAFAH1B1,4
GO:1902476,chloride transmembrane transport,3/90,97/18866,0.011209626,0.051464882,0.035108187,ANO2/ANO3/CLCN1,3
GO:0048880,sensory system development,6/90,394/18866,0.011423025,0.052112157,0.035549743,CEP290/CTNNB1/HIF1A/HIPK1/PRPH2/PSEN1,6
GO:0032148,activation of protein kinase B activity,2/90,34/18866,0.011434262,0.052112157,0.035549743,AKT1/CCDC88A,2
GO:0048854,brain morphogenesis,2/90,34/18866,0.011434262,0.052112157,0.035549743,PAFAH1B1/PSEN1,2
GO:1902692,regulation of neuroblast proliferation,2/90,34/18866,0.011434262,0.052112157,0.035549743,CTNNB1/HIF1A,2
GO:0032868,response to insulin,5/90,283/18866,0.0114438,0.052112157,0.035549743,AKT1/EEF2K/GSK3B/HDAC5/YWHAG,5
GO:0014020,primary neural tube formation,3/90,98/18866,0.011524364,0.052223859,0.035625944,HIF1A/PRKACA/PRKACB,3
GO:0045833,negative regulation of lipid metabolic process,3/90,98/18866,0.011524364,0.052223859,0.035625944,AKT1/APOC1/CCDC3,3
GO:0048010,vascular endothelial growth factor receptor signaling pathway,3/90,98/18866,0.011524364,0.052223859,0.035625944,HSP90AA1/HGS/HIF1A,3
GO:0043270,positive regulation of ion transport,5/90,284/18866,0.011606083,0.052509073,0.035820511,AKAP9/AKT1/HAP1/HTT/PSEN1,5
GO:0042493,response to drug,6/90,397/18866,0.011824565,0.053411121,0.036435868,ANXA1/CDK1/CTNNB1/HDAC5/HSF1/HSP90AB1,6
GO:2001257,regulation of cation channel activity,4/90,185/18866,0.01188921,0.053616504,0.036575975,APP/HAP1/HTT/PRKACA,4
GO:0030947,regulation of vascular endothelial growth factor receptor signaling pathway,2/90,35/18866,0.012089961,0.05422784,0.036993015,HGS/HIF1A,2
GO:0045922,negative regulation of fatty acid metabolic process,2/90,35/18866,0.012089961,0.05422784,0.036993015,AKT1/APOC1,2
GO:0000082,G1/S transition of mitotic cell cycle,5/90,287/18866,0.012102351,0.05422784,0.036993015,AKT1/ANXA1/AURKA/CDK1/CDK2AP2,5
GO:0021700,developmental maturation,5/90,287/18866,0.012102351,0.05422784,0.036993015,APP/AURKA/CTNNB1/HIF1A/PRKACA,5
GO:0072593,reactive oxygen species metabolic process,5/90,288/18866,0.012270935,0.054895257,0.037448312,HSP90AA1/AKT1/HDAC6/HIF1A/HSP90AB1,5
GO:0048639,positive regulation of developmental growth,4/90,187/18866,0.012327692,0.05497325,0.037501517,AKT1/CDK1/HSF1/PAFAH1B1,4
GO:0061138,morphogenesis of a branching epithelium,4/90,187/18866,0.012327692,0.05497325,0.037501517,AR/CTNNB1/CTNNBIP1/HHIP,4
GO:0001708,cell fate specification,3/90,101/18866,0.012499036,0.055384003,0.037781723,AR/CTNNB1/PSEN1,3
GO:0010522,regulation of calcium ion transport into cytosol,3/90,101/18866,0.012499036,0.055384003,0.037781723,HAP1/HTT/PRKACA,3
GO:0019217,regulation of fatty acid metabolic process,3/90,101/18866,0.012499036,0.055384003,0.037781723,AKT1/ANXA1/APOC1,3
GO:0060191,regulation of lipase activity,3/90,101/18866,0.012499036,0.055384003,0.037781723,ANXA1/ANXA8/APOC1,3
GO:0045765,regulation of angiogenesis,6/90,403/18866,0.012657457,0.055997231,0.038200054,ANXA1/CTNNB1/HDAC5/HGS/HIF1A/HIPK1,6
GO:0010092,specification of animal organ identity,2/90,36/18866,0.012761791,0.056079897,0.038256446,AR/CTNNB1,2
GO:0070873,regulation of glycogen metabolic process,2/90,36/18866,0.012761791,0.056079897,0.038256446,AKT1/GSK3B,2
GO:0071634,regulation of transforming growth factor beta production,2/90,36/18866,0.012761791,0.056079897,0.038256446,HIF1A/HSP90AB1,2
GO:1905332,positive regulation of morphogenesis of an epithelium,2/90,36/18866,0.012761791,0.056079897,0.038256446,AR/CTNNB1,2
GO:0043534,blood vessel endothelial cell migration,4/90,189/18866,0.012776429,0.056079897,0.038256446,AKT1/ANXA1/HDAC5/HIF1A,4
GO:1903076,regulation of protein localization to plasma membrane,3/90,102/18866,0.012834122,0.056244835,0.038368964,AKT1/AR/SQSTM1,3
GO:0002042,cell migration involved in sprouting angiogenesis,3/90,103/18866,0.013174324,0.05746554,0.039201701,AKT1/ANXA1/HDAC5,3
GO:0034766,negative regulation of ion transmembrane transport,3/90,103/18866,0.013174324,0.05746554,0.039201701,AKT1/YWHAE/YWHAQ,3
GO:0060079,excitatory postsynaptic potential,3/90,103/18866,0.013174324,0.05746554,0.039201701,AKT1/APP/GSK3B,3
GO:0007099,centriole replication,2/90,37/18866,0.013449586,0.058483736,0.039896291,CDK5RAP2/CEP120,2
GO:0051084,'de novo' posttranslational protein folding,2/90,37/18866,0.013449586,0.058483736,0.039896291,HSPA1L/HSPA8,2
GO:0002027,regulation of heart rate,3/90,104/18866,0.013519655,0.058697135,0.040041868,AKAP9/PRKACA/YWHAE,3
GO:0071248,cellular response to metal ion,4/90,193/18866,0.013704985,0.059409515,0.040527838,AKT1/APP/EEF2K/HSF1,4
GO:0003156,regulation of animal organ formation,2/90,38/18866,0.014153183,0.060540598,0.041299437,AR/CTNNB1,2
GO:0032885,regulation of polysaccharide biosynthetic process,2/90,38/18866,0.014153183,0.060540598,0.041299437,AKT1/GSK3B,2
GO:0048009,insulin-like growth factor receptor signaling pathway,2/90,38/18866,0.014153183,0.060540598,0.041299437,AKT1/AR,2
GO:0060306,regulation of membrane repolarization,2/90,38/18866,0.014153183,0.060540598,0.041299437,AKAP9/YWHAE,2
GO:0071276,cellular response to cadmium ion,2/90,38/18866,0.014153183,0.060540598,0.041299437,AKT1/HSF1,2
GO:0071604,transforming growth factor beta production,2/90,38/18866,0.014153183,0.060540598,0.041299437,HIF1A/HSP90AB1,2
GO:0001841,neural tube formation,3/90,106/18866,0.014225741,0.060540598,0.041299437,HIF1A/PRKACA/PRKACB,3
GO:0032414,positive regulation of ion transmembrane transporter activity,3/90,106/18866,0.014225741,0.060540598,0.041299437,AKAP9/HAP1/HTT,3
GO:0071868,cellular response to monoamine stimulus,3/90,106/18866,0.014225741,0.060540598,0.041299437,APP/GSK3B/PRKACA,3
GO:0071870,cellular response to catecholamine stimulus,3/90,106/18866,0.014225741,0.060540598,0.041299437,APP/GSK3B/PRKACA,3
GO:1904029,regulation of cyclin-dependent protein kinase activity,3/90,106/18866,0.014225741,0.060540598,0.041299437,AKT1/CKS1B/HSP90AB1,3
GO:2000379,positive regulation of reactive oxygen species metabolic process,3/90,106/18866,0.014225741,0.060540598,0.041299437,HSP90AA1/AKT1/HSP90AB1,3
GO:0050905,neuromuscular process,3/90,107/18866,0.014586517,0.06176775,0.042136572,APP/CDH23/PAFAH1B1,3
GO:0099175,regulation of postsynapse organization,3/90,107/18866,0.014586517,0.06176775,0.042136572,EEF2K/HSPA8/PAFAH1B1,3
GO:1903426,regulation of reactive oxygen species biosynthetic process,3/90,107/18866,0.014586517,0.06176775,0.042136572,HSP90AA1/AKT1/HSP90AB1,3
GO:0010639,negative regulation of organelle organization,6/90,416/18866,0.014602462,0.06176775,0.042136572,AKT1/AVIL/CDK5RAP2/CLASP1/HDAC6/HIGD1A,6
GO:0050890,cognition,5/90,302/18866,0.014801272,0.062250422,0.04246584,APP/HIF1A/HTT/PAFAH1B1/PSEN1,5
GO:0014037,Schwann cell differentiation,2/90,39/18866,0.014872418,0.062250422,0.04246584,AKT1/CDK1,2
GO:0031111,negative regulation of microtubule polymerization or depolymerization,2/90,39/18866,0.014872418,0.062250422,0.04246584,CLASP1/HDAC6,2
GO:0046329,negative regulation of JNK cascade,2/90,39/18866,0.014872418,0.062250422,0.04246584,AKT1/PAFAH1B1,2
GO:0050775,positive regulation of dendrite morphogenesis,2/90,39/18866,0.014872418,0.062250422,0.04246584,EEF2K/PAFAH1B1,2
GO:0086091,regulation of heart rate by cardiac conduction,2/90,39/18866,0.014872418,0.062250422,0.04246584,AKAP9/YWHAE,2
GO:1901021,positive regulation of calcium ion transmembrane transporter activity,2/90,39/18866,0.014872418,0.062250422,0.04246584,HAP1/HTT,2
GO:0071887,leukocyte apoptotic process,3/90,108/18866,0.014952459,0.062491891,0.042630565,AKT1/ANXA1/HIF1A,3
GO:2000278,regulation of DNA biosynthetic process,3/90,109/18866,0.015323577,0.063947343,0.043623442,HSP90AA1/CTNNB1/HSP90AB1,3
GO:0016052,carbohydrate catabolic process,4/90,200/18866,0.015431287,0.064205177,0.04379933,ALDH1A1/APP/HIF1A/PSEN1,4
GO:1901888,regulation of cell junction assembly,4/90,200/18866,0.015431287,0.064205177,0.04379933,APP/CLASP1/EEF2K/PRKACA,4
GO:0006623,protein targeting to vacuole,2/90,40/18866,0.015607131,0.064457221,0.043971269,HGS/HSPA8,2
GO:0016572,histone phosphorylation,2/90,40/18866,0.015607131,0.064457221,0.043971269,AURKA/CDK1,2
GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,2/90,40/18866,0.015607131,0.064457221,0.043971269,CTNNB1/HHIP,2
GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,2/90,40/18866,0.015607131,0.064457221,0.043971269,HAP1/HTT,2
GO:1902991,regulation of amyloid precursor protein catabolic process,2/90,40/18866,0.015607131,0.064457221,0.043971269,APP/HAP1,2
GO:0001763,morphogenesis of a branching structure,4/90,201/18866,0.015688576,0.064554201,0.044037427,AR/CTNNB1/CTNNBIP1/HHIP,4
GO:0071867,response to monoamine,3/90,110/18866,0.015699877,0.064554201,0.044037427,APP/GSK3B/PRKACA,3
GO:0071869,response to catecholamine,3/90,110/18866,0.015699877,0.064554201,0.044037427,APP/GSK3B/PRKACA,3
GO:0006821,chloride transport,3/90,111/18866,0.016081369,0.065928896,0.044975213,ANO2/ANO3/CLCN1,3
GO:0035305,negative regulation of dephosphorylation,3/90,111/18866,0.016081369,0.065928896,0.044975213,GSK3B/YWHAB/YWHAE,3
GO:0006458,'de novo' protein folding,2/90,41/18866,0.01635716,0.066624614,0.045449816,HSPA1L/HSPA8,2
GO:0033574,response to testosterone,2/90,41/18866,0.01635716,0.066624614,0.045449816,AR/HSF1,2
GO:0045494,photoreceptor cell maintenance,2/90,41/18866,0.01635716,0.066624614,0.045449816,CDH23/CDHR1,2
GO:0099622,cardiac muscle cell membrane repolarization,2/90,41/18866,0.01635716,0.066624614,0.045449816,AKAP9/YWHAE,2
GO:0044843,cell cycle G1/S phase transition,5/90,310/18866,0.01639404,0.066624614,0.045449816,AKT1/ANXA1/AURKA/CDK1/CDK2AP2,5
GO:0090287,regulation of cellular response to growth factor stimulus,5/90,310/18866,0.01639404,0.066624614,0.045449816,CTNNB1/HGS/HHIP/HIF1A/HSP90AB1,5
GO:0099565,"chemical synaptic transmission, postsynaptic",3/90,112/18866,0.016468058,0.066828288,0.045588757,AKT1/APP/GSK3B,3
GO:0046034,ATP metabolic process,5/90,311/18866,0.016600855,0.067269551,0.045889778,APP/CDK1/HIF1A/HSPA8/PSEN1,5
GO:0070588,calcium ion transmembrane transport,5/90,312/18866,0.016809405,0.06801606,0.046399029,HAP1/HTT/PRKACA/PSEN1/YWHAE,5
GO:0002223,stimulatory C-type lectin receptor signaling pathway,3/90,113/18866,0.016859951,0.0680237,0.046404241,PRKACA/PRKACB/PRKACG,3
GO:0007009,plasma membrane organization,3/90,113/18866,0.016859951,0.0680237,0.046404241,AKT1/ANO3/AR,3
GO:0019216,regulation of lipid metabolic process,6/90,431/18866,0.017095761,0.068776617,0.046917864,AKT1/ANXA1/APOC1/AVIL/CCDC3/EEF1A2,6
GO:0030099,myeloid cell differentiation,6/90,431/18866,0.017095761,0.068776617,0.046917864,APP/CTNNB1/CTNNBIP1/HIF1A/PAFAH1B1/PSEN1,6
GO:0051602,response to electrical stimulus,2/90,42/18866,0.017122346,0.068784597,0.046923308,AKAP9/EEF1A2,2
GO:0032411,positive regulation of transporter activity,3/90,114/18866,0.017257055,0.069226293,0.047224623,AKAP9/HAP1/HTT,3
GO:0098656,anion transmembrane transport,5/90,315/18866,0.017445523,0.069882065,0.047671976,AKT1/ANO2/ANO3/CLCN1/PSEN1,5
GO:0071456,cellular response to hypoxia,4/90,208/18866,0.017565521,0.070262082,0.047931215,AKT1/HIF1A/HIGD1A/VHL,4
GO:0006096,glycolytic process,3/90,115/18866,0.017659375,0.070536589,0.048118477,APP/HIF1A/PSEN1,3
GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,2/90,43/18866,0.017902531,0.070600107,0.048161808,AKT1/HIF1A,2
GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,2/90,43/18866,0.017902531,0.070600107,0.048161808,CDH23/CDHR3,2
GO:0021762,substantia nigra development,2/90,43/18866,0.017902531,0.070600107,0.048161808,YWHAE/YWHAQ,2
GO:0030521,androgen receptor signaling pathway,2/90,43/18866,0.017902531,0.070600107,0.048161808,AR/HDAC6,2
GO:0050850,positive regulation of calcium-mediated signaling,2/90,43/18866,0.017902531,0.070600107,0.048161808,HAP1/HTT,2
GO:0060119,inner ear receptor cell development,2/90,43/18866,0.017902531,0.070600107,0.048161808,CDH23/PAFAH1B1,2
GO:0061462,protein localization to lysosome,2/90,43/18866,0.017902531,0.070600107,0.048161808,HGS/HSPA8,2
GO:0071364,cellular response to epidermal growth factor stimulus,2/90,43/18866,0.017902531,0.070600107,0.048161808,AKT1/EEF1A1,2
GO:2000648,positive regulation of stem cell proliferation,2/90,43/18866,0.017902531,0.070600107,0.048161808,CTNNB1/HIF1A,2
GO:0002220,innate immune response activating cell surface receptor signaling pathway,3/90,116/18866,0.018066915,0.071047955,0.048467319,PRKACA/PRKACB/PRKACG,3
GO:0006757,ATP generation from ADP,3/90,116/18866,0.018066915,0.071047955,0.048467319,APP/HIF1A/PSEN1,3
GO:0045216,cell-cell junction organization,4/90,210/18866,0.018126436,0.071181901,0.048558695,CDHR3/CTNNB1/HIPK1/PRKACA,4
GO:0050679,positive regulation of epithelial cell proliferation,4/90,211/18866,0.018411039,0.072198128,0.049251942,AKT1/AR/CTNNB1/HIF1A,4
GO:0002758,innate immune response-activating signal transduction,3/90,117/18866,0.018479682,0.072264602,0.049297289,PRKACA/PRKACB/PRKACG,3
GO:0072676,lymphocyte migration,3/90,117/18866,0.018479682,0.072264602,0.049297289,AKT1/APP/CCL1,3
GO:0010463,mesenchymal cell proliferation,2/90,44/18866,0.018697557,0.072310889,0.049328865,CTNNB1/CTNNBIP1,2
GO:0010824,regulation of centrosome duplication,2/90,44/18866,0.018697557,0.072310889,0.049328865,CDK5RAP2/CEP120,2
GO:0017145,stem cell division,2/90,44/18866,0.018697557,0.072310889,0.049328865,CDK2AP2/PAFAH1B1,2
GO:0032881,regulation of polysaccharide metabolic process,2/90,44/18866,0.018697557,0.072310889,0.049328865,AKT1/GSK3B,2
GO:0035329,hippo signaling,2/90,44/18866,0.018697557,0.072310889,0.049328865,YWHAB/YWHAE,2
GO:0002685,regulation of leukocyte migration,4/90,212/18866,0.018698417,0.072310889,0.049328865,AKT1/ANXA1/APP/CCL1,4
GO:0030278,regulation of ossification,4/90,212/18866,0.018698417,0.072310889,0.049328865,CTNNB1/CTNNBIP1/HIF1A/PRKACA,4
GO:0051701,interaction with host,4/90,212/18866,0.018698417,0.072310889,0.049328865,CDHR3/CDK1/CTNNB1/HAVCR1,4
GO:0007052,mitotic spindle organization,3/90,118/18866,0.018897678,0.072879873,0.049717013,AURKA/CKAP5/CLASP1,3
GO:0051209,release of sequestered calcium ion into cytosol,3/90,118/18866,0.018897678,0.072879873,0.049717013,HAP1/HTT/PRKACA,3
GO:0051283,negative regulation of sequestering of calcium ion,3/90,119/18866,0.019320908,0.074409447,0.050760454,HAP1/HTT/PRKACA,3
GO:1901342,regulation of vasculature development,6/90,444/18866,0.019482801,0.074818001,0.051039161,ANXA1/CTNNB1/HDAC5/HGS/HIF1A/HIPK1,6
GO:0014002,astrocyte development,2/90,45/18866,0.019507269,0.074818001,0.051039161,APP/PSEN1,2
GO:0035315,hair cell differentiation,2/90,45/18866,0.019507269,0.074818001,0.051039161,CTNNB1/PAFAH1B1,2
GO:0002065,columnar/cuboidal epithelial cell differentiation,3/90,121/18866,0.020183082,0.07698758,0.052519198,GSK3B/HIF1A/PAFAH1B1,3
GO:0051282,regulation of sequestering of calcium ion,3/90,121/18866,0.020183082,0.07698758,0.052519198,HAP1/HTT/PRKACA,3
GO:0098661,inorganic anion transmembrane transport,3/90,121/18866,0.020183082,0.07698758,0.052519198,ANO2/ANO3/CLCN1,3
GO:1900542,regulation of purine nucleotide metabolic process,3/90,121/18866,0.020183082,0.07698758,0.052519198,APP/HIF1A/PSEN1,3
GO:0005978,glycogen biosynthetic process,2/90,46/18866,0.020331511,0.077028325,0.052546994,AKT1/GSK3B,2
GO:0009250,glucan biosynthetic process,2/90,46/18866,0.020331511,0.077028325,0.052546994,AKT1/GSK3B,2
GO:0031641,regulation of myelination,2/90,46/18866,0.020331511,0.077028325,0.052546994,AKT1/CTNNB1,2
GO:0048538,thymus development,2/90,46/18866,0.020331511,0.077028325,0.052546994,CTNNB1/PSEN1,2
GO:2000142,"regulation of DNA-templated transcription, initiation",2/90,46/18866,0.020331511,0.077028325,0.052546994,CTNNB1/CTNNBIP1,2
GO:0007623,circadian rhythm,4/90,218/18866,0.020481329,0.07749093,0.052862572,CDK1/CSNK1D/CSNK1E/GSK3B,4
GO:0001539,cilium or flagellum-dependent cell motility,3/90,122/18866,0.020622031,0.077603228,0.05293918,CCDC39/CCDC40/CCDC65,3
GO:0021782,glial cell development,3/90,122/18866,0.020622031,0.077603228,0.05293918,AKT1/APP/PSEN1,3
GO:0043244,regulation of protein-containing complex disassembly,3/90,122/18866,0.020622031,0.077603228,0.05293918,AVIL/CLASP1/HDAC6,3
GO:0060285,cilium-dependent cell motility,3/90,122/18866,0.020622031,0.077603228,0.05293918,CCDC39/CCDC40/CCDC65,3
GO:0006140,regulation of nucleotide metabolic process,3/90,123/18866,0.021066225,0.078817154,0.053767293,APP/HIF1A/PSEN1,3
GO:1904375,regulation of protein localization to cell periphery,3/90,123/18866,0.021066225,0.078817154,0.053767293,AKT1/AR/SQSTM1,3
GO:0006378,mRNA polyadenylation,2/90,47/18866,0.02117013,0.078817154,0.053767293,APP/HSF1,2
GO:0008542,visual learning,2/90,47/18866,0.02117013,0.078817154,0.053767293,APP/HIF1A,2
GO:0032369,negative regulation of lipid transport,2/90,47/18866,0.02117013,0.078817154,0.053767293,AKT1/APOC1,2
GO:0048599,oocyte development,2/90,47/18866,0.02117013,0.078817154,0.053767293,AURKA/CTNNB1,2
GO:0048806,genitalia development,2/90,47/18866,0.02117013,0.078817154,0.053767293,AR/CTNNB1,2
GO:0070849,response to epidermal growth factor,2/90,47/18866,0.02117013,0.078817154,0.053767293,AKT1/EEF1A1,2
GO:0043010,camera-type eye development,5/90,332/18866,0.021353236,0.079393148,0.054160223,CTNNB1/HIF1A/HIPK1/PRPH2/PSEN1,5
GO:0071241,cellular response to inorganic substance,4/90,221/18866,0.021410791,0.079501423,0.054234086,AKT1/APP/EEF2K/HSF1,4
GO:0031929,TOR signaling,3/90,124/18866,0.021515664,0.079573807,0.054283464,AKT1/CCDC88A/HIF1A,3
GO:0046031,ADP metabolic process,3/90,124/18866,0.021515664,0.079573807,0.054283464,APP/HIF1A/PSEN1,3
GO:0051101,regulation of DNA binding,3/90,124/18866,0.021515664,0.079573807,0.054283464,CTNNB1/CTNNBIP1/PSEN1,3
GO:0051090,regulation of DNA-binding transcription factor activity,6/90,455/18866,0.021673382,0.080051222,0.054609146,AKT1/APP/AR/CTNNB1/CTNNBIP1/HDAC5,6
GO:0019722,calcium-mediated signaling,4/90,222/18866,0.021726285,0.080140754,0.054670223,GSK3B/HAP1/HTT/PRKACA,4
GO:0003014,renal system process,3/90,125/18866,0.021970352,0.080491807,0.054909703,PRKACA/PRKACB/PRKACG,3
GO:0035270,endocrine system development,3/90,125/18866,0.021970352,0.080491807,0.054909703,AKT1/ANXA1/GSK3B,3
GO:0048593,camera-type eye morphogenesis,3/90,125/18866,0.021970352,0.080491807,0.054909703,CTNNB1/HIF1A/HIPK1,3
GO:0042220,response to cocaine,2/90,48/18866,0.022022973,0.080491807,0.054909703,HDAC5/HSP90AB1,2
GO:0042461,photoreceptor cell development,2/90,48/18866,0.022022973,0.080491807,0.054909703,CDHR1/CEP290,2
GO:0043631,RNA polyadenylation,2/90,48/18866,0.022022973,0.080491807,0.054909703,APP/HSF1,2
GO:0061001,regulation of dendritic spine morphogenesis,2/90,48/18866,0.022022973,0.080491807,0.054909703,EEF2K/PAFAH1B1,2
GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,3/90,126/18866,0.022430287,0.081873477,0.055852247,AURKA/CDK1/CDK2AP2,3
GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,2/90,49/18866,0.022889889,0.082901721,0.056553693,HGS/PSEN1,2
GO:0070231,T cell apoptotic process,2/90,49/18866,0.022889889,0.082901721,0.056553693,AKT1/HIF1A,2
GO:0086009,membrane repolarization,2/90,49/18866,0.022889889,0.082901721,0.056553693,AKAP9/YWHAE,2
GO:0090199,regulation of release of cytochrome c from mitochondria,2/90,49/18866,0.022889889,0.082901721,0.056553693,AKT1/HIGD1A,2
GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,2/90,49/18866,0.022889889,0.082901721,0.056553693,AKT1/ANXA1,2
GO:2000059,negative regulation of ubiquitin-dependent protein catabolic process,2/90,49/18866,0.022889889,0.082901721,0.056553693,HSP90AB1/PSEN1,2
GO:0014013,regulation of gliogenesis,3/90,128/18866,0.023365904,0.084298152,0.057506307,CDK1/CLCF1/CTNNB1,3
GO:0034763,negative regulation of transmembrane transport,3/90,128/18866,0.023365904,0.084298152,0.057506307,AKT1/YWHAE/YWHAQ,3
GO:1903409,reactive oxygen species biosynthetic process,3/90,128/18866,0.023365904,0.084298152,0.057506307,HSP90AA1/AKT1/HSP90AB1,3
GO:0019058,viral life cycle,5/90,341/18866,0.023636397,0.085054526,0.058022288,CDHR3/CDK1/HAVCR1/HSP90AB1/HSPA8,5
GO:0045930,negative regulation of mitotic cell cycle,5/90,341/18866,0.023636397,0.085054526,0.058022288,AURKA/CDK1/CDK2AP2/CDK5RAP2/CTNNB1,5
GO:0001961,positive regulation of cytokine-mediated signaling pathway,2/90,50/18866,0.023770726,0.085208911,0.058127606,HIF1A/PAFAH1B1,2
GO:0031648,protein destabilization,2/90,50/18866,0.023770726,0.085208911,0.058127606,HDAC6/HTT,2
GO:0048546,digestive tract morphogenesis,2/90,50/18866,0.023770726,0.085208911,0.058127606,CTNNB1/HIF1A,2
GO:0090150,establishment of protein localization to membrane,5/90,342/18866,0.023899459,0.085560674,0.058367571,HSP90AA1/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0048762,mesenchymal cell differentiation,4/90,229/18866,0.024014765,0.085753872,0.058499366,CLASP1/CTNNB1/GSK3B/HIF1A,4
GO:0050807,regulation of synapse organization,4/90,229/18866,0.024014765,0.085753872,0.058499366,APP/EEF2K/HSPA8/PAFAH1B1,4
GO:0006984,ER-nucleus signaling pathway,2/90,51/18866,0.024665337,0.087626717,0.059776979,GSK3B/HSP90B1,2
GO:0032873,negative regulation of stress-activated MAPK cascade,2/90,51/18866,0.024665337,0.087626717,0.059776979,AKT1/PAFAH1B1,2
GO:0070303,negative regulation of stress-activated protein kinase signaling cascade,2/90,51/18866,0.024665337,0.087626717,0.059776979,AKT1/PAFAH1B1,2
GO:0001649,osteoblast differentiation,4/90,231/18866,0.024694503,0.087626717,0.059776979,AKT1/CTNNB1/CTNNBIP1/PRKACA,4
GO:0060249,anatomical structure homeostasis,6/90,469/18866,0.024695942,0.087626717,0.059776979,HSP90AA1/CDH23/CDHR1/CTNNB1/HIF1A/HSP90AB1,6
GO:0045667,regulation of osteoblast differentiation,3/90,131/18866,0.024808689,0.087915202,0.059973777,CTNNB1/CTNNBIP1/PRKACA,3
GO:0010595,positive regulation of endothelial cell migration,3/90,132/18866,0.025300109,0.089429968,0.061007116,AKT1/ANXA1/HIF1A,3
GO:1902807,negative regulation of cell cycle G1/S phase transition,3/90,132/18866,0.025300109,0.089429968,0.061007116,AURKA/CDK1/CDK2AP2,3
GO:0006998,nuclear envelope organization,2/90,52/18866,0.025573571,0.089716067,0.061202287,CDK1/PAFAH1B1,2
GO:0009948,anterior/posterior axis specification,2/90,52/18866,0.025573571,0.089716067,0.061202287,AURKA/CTNNB1,2
GO:0009994,oocyte differentiation,2/90,52/18866,0.025573571,0.089716067,0.061202287,AURKA/CTNNB1,2
GO:0060425,lung morphogenesis,2/90,52/18866,0.025573571,0.089716067,0.061202287,CTNNB1/HHIP,2
GO:0072666,establishment of protein localization to vacuole,2/90,52/18866,0.025573571,0.089716067,0.061202287,HGS/HSPA8,2
GO:2000677,regulation of transcription regulatory region DNA binding,2/90,52/18866,0.025573571,0.089716067,0.061202287,CTNNB1/PSEN1,2
GO:0007050,cell cycle arrest,4/90,234/18866,0.025735835,0.090047159,0.06142815,AURKA/CDK1/HSP90AB1/PRKACA,4
GO:0097305,response to alcohol,4/90,234/18866,0.025735835,0.090047159,0.06142815,AKT1/CDK1/CTNNB1/EEF1B2,4
GO:0050817,coagulation,5/90,349/18866,0.025794098,0.090047159,0.06142815,ANXA8/PRKACA/PRKACB/PRKACG/PSEN1,5
GO:0006165,nucleoside diphosphate phosphorylation,3/90,133/18866,0.025796772,0.090047159,0.06142815,APP/HIF1A/PSEN1,3
GO:0046718,viral entry into host cell,3/90,134/18866,0.026298676,0.091684661,0.062545217,CDHR3/CDK1/HAVCR1,3
GO:0007632,visual behavior,2/90,53/18866,0.026495283,0.092140313,0.062856053,APP/HIF1A,2
GO:0043392,negative regulation of DNA binding,2/90,53/18866,0.026495283,0.092140313,0.062856053,CTNNBIP1/PSEN1,2
