term,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0031625,ubiquitin protein ligase binding,15/104,297/18352,1.25888e-10,3.13575e-09,2.20454e-09,HSP90AB1/AURKA/GSK3B/HDAC6/HIF1A/HSP90AA1/HSPA1L/HSPA8/PRKACA/PRKACB/PRKAR1A/SQSTM1/TUBA1B/TUBB/YWHAE,15
GO:0031072,heat shock protein binding,8/104,127/18352,6.22343e-07,1.21801e-05,8.56306e-06,HSP90AB1/CDK1/HDAC6/HIF1A/HSF1/HSPA1L/HSPA8/HTT,8
GO:0023026,MHC class II protein complex binding,4/104,16/18352,1.6808e-06,3.07026e-05,2.1585e-05,HSP90AB1/HSP90AA1/HSPA8/YWHAE,4
GO:0045296,cadherin binding,11/104,332/18352,2.87038e-06,4.62638e-05,3.25251e-05,HSP90AB1/ANXA1/CDH23/CDHR3/CKAP5/CSNK1D/CTNNB1/HSPA8/PSEN1/YWHAB/YWHAE,11
GO:0042826,histone deacetylase binding,7/104,115/18352,4.06252e-06,6.18406e-05,4.34761e-05,HSP90AB1/HDAC5/HDAC6/HIF1A/HSP90AA1/YWHAB/YWHAE,7
GO:0051082,unfolded protein binding,7/104,118/18352,4.82122e-06,6.9527e-05,4.88799e-05,HSP90AB1/HSP90AA1/HSP90AA2P/HSP90B1/HSPA1L/HSPA8/TUBB4B,7
GO:0044325,ion channel binding,7/104,132/18352,1.01018e-05,0.000125813,8.84509e-05,HSP90AB1/AKAP9/CTNNB1/HAP1/HTT/YWHAE/YWHAQ,7
GO:0023023,MHC protein complex binding,4/104,25/18352,1.1233e-05,0.000133819,9.40792e-05,HSP90AB1/HSP90AA1/HSPA8/YWHAE,4
GO:0048156,tau protein binding,4/104,45/18352,0.000121278,0.001107676,0.000778735,HSP90AB1/GSK3B/HDAC6/HSP90AA1,4
GO:0044183,protein folding chaperone,3/104,27/18352,0.000468399,0.003774743,0.002653776,HSP90AB1/HSPA1L/HSPA8,3
GO:0097718,disordered domain specific binding,3/104,36/18352,0.001101859,0.008386374,0.005895914,HSP90AB1/CTNNB1/HSP90AA1,3
GO:0070182,DNA polymerase binding,2/104,20/18352,0.005654105,0.029792784,0.020945369,HSP90AB1/HSP90AA1,2
GO:0003725,double-stranded RNA binding,3/104,76/18352,0.009213639,0.040072017,0.028172029,HSP90AB1/TUBA1B/TUBB4B,3
GO:0019887,protein kinase regulator activity,4/104,185/18352,0.021069817,0.075962235,0.053404107,HSP90AB1/CKS1B/PRKAR1A/YWHAG,4
GO:0019207,kinase regulator activity,4/104,216/18352,0.034501459,0.113896381,0.080073138,HSP90AB1/CKS1B/PRKAR1A/YWHAG,4
