term,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0003002,regionalization,10/108,355/18866,3.70445E-05,0.000884987,0.0006401,AR/AURKA/CTNNB1/CTNNBIP1/HHIP/HIPK1/HSPB11/PRKACA/PRKACB/PSEN1,10
GO:1902108,regulation of mitochondrial membrane permeability involved in apoptotic process,5/108,66/18866,3.79175E-05,0.000898231,0.000649679,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0033138,positive regulation of peptidyl-serine phosphorylation,6/108,109/18866,3.84238E-05,0.000900614,0.000651403,HSP90AB1/AKAP9/AKT1/APP/HDAC6/HSP90AA1,6
GO:1904953,Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation,3/108,12/18866,3.86571E-05,0.000900614,0.000651403,CSNK1D/CSNK1E/CTNNB1,3
GO:0007163,establishment or maintenance of cell polarity,8/108,220/18866,3.89905E-05,0.000900937,0.000651636,HSP90AB1/CDK5RAP2/CKAP5/CLASP1/GSK3B/HSP90AA1/HTT/PAFAH1B1,8
GO:1905710,positive regulation of membrane permeability,5/108,67/18866,4.07899E-05,0.000934852,0.000676167,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0031112,positive regulation of microtubule polymerization or depolymerization,4/108,34/18866,4.12607E-05,0.000938016,0.000678455,AKAP9/CDK5RAP2/CKAP5/CLASP1,4
GO:0046822,regulation of nucleocytoplasmic transport,6/108,112/18866,4.477E-05,0.001009652,0.000730269,HSP90AB1/CDK1/GSK3B/PRKACA/PSEN1/YWHAE,6
GO:0045732,positive regulation of protein catabolic process,8/108,225/18866,4.57166E-05,0.001021449,0.000738801,AKT1/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/HSP90AA1/PSEN1,8
GO:0040001,establishment of mitotic spindle localization,4/108,35/18866,4.63801E-05,0.001021449,0.000738801,CDK5RAP2/CLASP1/HTT/PAFAH1B1,4
GO:0065005,protein-lipid complex assembly,4/108,35/18866,4.63801E-05,0.001021449,0.000738801,APOC1/PRKACA/PRKACB/PRKACG,4
GO:0043434,response to peptide hormone,11/108,447/18866,5.1139E-05,0.001109415,0.000802426,AKT1/ANXA1/EEF2K/GSK3B/HDAC5/HSF1/PRKACA/PRKACB/PRKACG/PRKAR1A/YWHAG,11
GO:0045931,positive regulation of mitotic cell cycle,7/108,168/18866,5.13618E-05,0.001109415,0.000802426,AKT1/ANXA1/APP/AURKA/CDK1/HSF1/PAFAH1B1,7
GO:0033762,response to glucagon,4/108,36/18866,5.19485E-05,0.001109415,0.000802426,PRKACA/PRKACB/PRKACG/PRKAR1A,4
GO:0051294,establishment of spindle orientation,4/108,36/18866,5.19485E-05,0.001109415,0.000802426,CDK5RAP2/CLASP1/HTT/PAFAH1B1,4
GO:0050891,multicellular organismal water homeostasis,5/108,71/18866,5.40022E-05,0.001144602,0.000827876,HRNR/PRKACA/PRKACB/PRKACG/PRKAR1A,5
GO:0018107,peptidyl-threonine phosphorylation,6/108,117/18866,5.71918E-05,0.001203163,0.000870232,AKT1/APP/CDK1/GSK3B/HIPK1/PRKACA,6
GO:0003091,renal water homeostasis,4/108,37/18866,5.79895E-05,0.001210907,0.000875834,PRKACA/PRKACB/PRKACG/PRKAR1A,4
GO:2001234,negative regulation of apoptotic signaling pathway,8/108,233/18866,5.84802E-05,0.001212174,0.00087675,AKT1/AR/CTNNB1/GSK3B/HIF1A/HIGD1A/HTT/PSEN1,8
GO:1903747,regulation of establishment of protein localization to mitochondrion,5/108,73/18866,6.17369E-05,0.001263227,0.000913676,HSPA1L/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0021543,pallium development,7/108,173/18866,6.18394E-05,0.001263227,0.000913676,CEP120/CTNNB1/GSK3B/HIF1A/PAFAH1B1/PSEN1/YWHAE,7
GO:0060560,developmental growth involved in morphogenesis,8/108,236/18866,6.39742E-05,0.001297434,0.000938418,HSP90AB1/APP/AURKA/CTNNB1/GSK3B/HDAC6/HSP90AA1/PAFAH1B1,8
GO:0048588,developmental cell growth,8/108,237/18866,6.58984E-05,0.00132691,0.000959738,HSP90AB1/APP/AURKA/CTNNB1/GSK3B/HDAC6/HSP90AA1/PAFAH1B1,8
GO:0099518,vesicle cytoskeletal trafficking,5/108,75/18866,7.02997E-05,0.001405495,0.001016577,AP3B2/AP3M2/HAP1/HTT/PAFAH1B1,5
GO:0010737,protein kinase A signaling,4/108,39/18866,7.15862E-05,0.001421138,0.001027891,PRKACA/PRKACB/PRKACG/PRKAR1A,4
GO:0007173,epidermal growth factor receptor signaling pathway,6/108,123/18866,7.55827E-05,0.001489982,0.001077686,AKT1/APP/CCDC88A/HAP1/HGS/PSEN1,6
GO:0046902,regulation of mitochondrial membrane permeability,5/108,77/18866,7.97499E-05,0.001561215,0.001129208,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0018210,peptidyl-threonine modification,6/108,126/18866,8.63975E-05,0.001679687,0.001214896,AKT1/APP/CDK1/GSK3B/HIPK1/PRKACA,6
GO:0006986,response to unfolded protein,7/108,183/18866,8.8059E-05,0.001700262,0.001229778,HSP90AB1/HSF1/HSP90AA1/HSP90B1/HSPA1L/HSPA4L/HSPA8,7
GO:0030104,water homeostasis,5/108,79/18866,9.01491E-05,0.001719289,0.00124354,HRNR/PRKACA/PRKACB/PRKACG/PRKAR1A,5
GO:1905477,positive regulation of protein localization to membrane,6/108,127/18866,9.02642E-05,0.001719289,0.00124354,AKT1/SQSTM1/YWHAB/YWHAE/YWHAG/YWHAQ,6
GO:0035050,embryonic heart tube development,5/108,80/18866,9.57244E-05,0.001811055,0.001309913,CCDC39/CCDC40/CTNNB1/HIF1A/PSEN1,5
GO:0034380,high-density lipoprotein particle assembly,3/108,16/18866,9.6771E-05,0.001818649,0.001315406,PRKACA/PRKACB/PRKACG,3
GO:0051235,maintenance of location,9/108,324/18866,0.000102517,0.001913882,0.001384287,AKAP9/AKT1/CCDC88A/HAP1/HSP90B1/HTT/PAFAH1B1/PRKACA/YWHAB,9
GO:0040019,positive regulation of embryonic development,4/108,43/18866,0.000105536,0.001949161,0.001409804,AR/CLASP1/CTNNB1/PAFAH1B1,4
GO:0050769,positive regulation of neurogenesis,11/108,485/18866,0.00010579,0.001949161,0.001409804,AVIL/CLCF1/CSNK1D/CSNK1E/CTNNB1/EEF2K/HAP1/HIF1A/PAFAH1B1/PSEN1/TUBB2B,11
GO:1904948,midbrain dopaminergic neuron differentiation,3/108,17/18866,0.000117019,0.002142047,0.001549316,CSNK1D/CSNK1E/CTNNB1,3
GO:0021953,central nervous system neuron differentiation,7/108,192/18866,0.000118815,0.002160904,0.001562955,HSP90AB1/CSNK1D/CSNK1E/CTNNB1/HSP90AA1/PAFAH1B1/PSEN1,7
GO:0051293,establishment of spindle localization,4/108,45/18866,0.0001263,0.002282305,0.001650763,CDK5RAP2/CLASP1/HTT/PAFAH1B1,4
GO:0032092,positive regulation of protein binding,5/108,85/18866,0.000127687,0.002292674,0.001658262,HSP90AB1/APP/GSK3B/HSF1/PSEN1,5
GO:1905475,regulation of protein localization to membrane,7/108,195/18866,0.00013082,0.002334058,0.001688195,AKT1/AR/SQSTM1/YWHAB/YWHAE/YWHAG/YWHAQ,7
GO:0060192,negative regulation of lipase activity,3/108,18/18866,0.000139838,0.002479266,0.001793222,ANXA1/ANXA8/APOC1,3
GO:0035304,regulation of protein dephosphorylation,6/108,139/18866,0.000148353,0.002613803,0.001890531,HSP90AB1/GSK3B/HSP90B1/HTT/YWHAB/YWHAE,6
GO:0090559,regulation of membrane permeability,5/108,88/18866,0.000150443,0.002634151,0.001905249,GSK3B/YWHAB/YWHAE/YWHAG/YWHAQ,5
GO:0006839,mitochondrial transport,8/108,271/18866,0.000166636,0.002883079,0.002085295,GSK3B/HSP90AA1/HSPA1L/PSEN1/YWHAB/YWHAE/YWHAG/YWHAQ,8
GO:0031333,negative regulation of protein-containing complex assembly,6/108,142/18866,0.000166705,0.002883079,0.002085295,AVIL/CTNNBIP1/GSK3B/HDAC6/HSF1/TUBB4A,6
GO:0030901,midbrain development,5/108,91/18866,0.000176178,0.003028329,0.002190352,CSNK1D/CSNK1E/CTNNB1/YWHAE/YWHAQ,5
GO:0009953,dorsal/ventral pattern formation,5/108,92/18866,0.000185462,0.003168591,0.002291802,CTNNB1/HHIP/PRKACA/PRKACB/PSEN1,5
GO:0033135,regulation of peptidyl-serine phosphorylation,6/108,145/18866,0.000186808,0.003172361,0.002294529,HSP90AB1/AKAP9/AKT1/APP/HDAC6/HSP90AA1,6
GO:0051653,spindle localization,4/108,50/18866,0.000190979,0.003204584,0.002317836,CDK5RAP2/CLASP1/HTT/PAFAH1B1,4
GO:1903580,positive regulation of ATP metabolic process,4/108,50/18866,0.000190979,0.003204584,0.002317836,APP/CDK1/HIF1A/PSEN1,4
GO:1902905,positive regulation of supramolecular fiber organization,7/108,208/18866,0.000194772,0.003248883,0.002349877,AKAP9/APP/CCDC88A/CDK5RAP2/CKAP5/CLASP1/PSEN1,7
GO:0071827,plasma lipoprotein particle organization,4/108,51/18866,0.000206325,0.003421349,0.002474619,APOC1/PRKACA/PRKACB/PRKACG,4
GO:0046827,positive regulation of protein export from nucleus,3/108,21/18866,0.00022509,0.003657688,0.00264556,GSK3B/PRKACA/YWHAE,3
GO:1903599,positive regulation of autophagy of mitochondrion,3/108,21/18866,0.00022509,0.003657688,0.00264556,HDAC6/HIF1A/HTT,3
GO:1904886,beta-catenin destruction complex disassembly,3/108,21/18866,0.00022509,0.003657688,0.00264556,CSNK1A1/CTNNB1/GSK3B,3
GO:0070997,neuron death,9/108,360/18866,0.000225767,0.003657688,0.00264556,HSP90AB1/AKT1/APP/CLCF1/CTNNB1/GSK3B/HIF1A/HSF1/PSEN1,9
GO:0007030,Golgi organization,6/108,151/18866,0.000232741,0.003749122,0.002711693,AKAP9/CDK1/CLASP1/CSNK1A1/CSNK1D/HTT,6
GO:0048568,embryonic organ development,10/108,451/18866,0.00026456,0.004237477,0.003064914,AKT1/CCDC39/CCDC40/CEP290/CTNNB1/HIF1A/HIPK1/HSF1/PSEN1/TUBB2B,10
GO:0045862,positive regulation of proteolysis,9/108,370/18866,0.000276336,0.004381866,0.003169349,AKT1/APP/AURKA/CSNK1A1/CSNK1D/CSNK1E/GSK3B/HSF1/PSEN1,9
GO:0071825,protein-lipid complex subunit organization,4/108,55/18866,0.000276684,0.004381866,0.003169349,APOC1/PRKACA/PRKACB/PRKACG,4
GO:1902017,regulation of cilium assembly,4/108,56/18866,0.000296663,0.004655097,0.003366973,CCDC88A/CEP120/HAP1/HTT,4
GO:0042026,protein refolding,3/108,23/18866,0.000297239,0.004655097,0.003366973,HSP90AA1/HSPA1L/HSPA8,3
GO:0030111,regulation of Wnt signaling pathway,9/108,375/18866,0.000304946,0.004749401,0.003435182,APP/CSNK1A1/CSNK1D/CSNK1E/CSNK1G1/CTNNB1/CTNNBIP1/GSK3B/PSEN1,9
GO:0120034,positive regulation of plasma membrane bounded cell projection assembly,5/108,104/18866,0.0003285,0.005088134,0.003680183,AVIL/CCDC88A/CEP120/HAP1/HTT,5
GO:0021904,dorsal/ventral neural tube patterning,3/108,24/18866,0.000338291,0.005176346,0.003743986,PRKACA/PRKACB/PSEN1,3
GO:0045821,positive regulation of glycolytic process,3/108,24/18866,0.000338291,0.005176346,0.003743986,APP/HIF1A/PSEN1,3
GO:0043467,regulation of generation of precursor metabolites and energy,6/108,162/18866,0.000339703,0.005176346,0.003743986,AKT1/APP/CDK1/GSK3B/HIF1A/PSEN1,6
GO:0032091,negative regulation of protein binding,5/108,106/18866,0.000358743,0.005409729,0.003912789,AKT1/AURKA/CSNK1E/CTNNBIP1/GSK3B,5
GO:0006457,protein folding,7/108,230/18866,0.000358857,0.005409729,0.003912789,HSP90AB1/HSP90AA1/HSP90AA2P/HSP90B1/HSPA1L/HSPA4L/HSPA8,7
GO:0001764,neuron migration,6/108,164/18866,0.000362724,0.005411329,0.003913947,CTNNB1/PAFAH1B1/PSEN1/TUBB2A/TUBB2B/YWHAE,6
GO:0046605,regulation of centrosome cycle,4/108,59/18866,0.000362803,0.005411329,0.003913947,AURKA/CDK5RAP2/CEP120/CTNNB1,4
GO:0032271,regulation of protein polymerization,7/108,231/18866,0.000368352,0.005465177,0.003952894,AKAP9/AVIL/CDK5RAP2/CKAP5/CLASP1/HSP90AA1/TUBB4A,7
GO:0045992,negative regulation of embryonic development,3/108,25/18866,0.000382824,0.005620738,0.00406541,CTNNB1/PRKACA/PRKACB,3
GO:0060571,morphogenesis of an epithelial fold,3/108,25/18866,0.000382824,0.005620738,0.00406541,AR/CTNNB1/HIF1A,3
GO:0042063,gliogenesis,8/108,307/18866,0.00038639,0.005643694,0.004082013,AKT1/ANXA1/APP/CDK1/CLCF1/CTNNB1/PAFAH1B1/PSEN1,8
GO:0016236,macroautophagy,8/108,310/18866,0.000412178,0.005977518,0.004323464,AKT1/HDAC6/HGS/HIF1A/HTT/PRKACA/PSEN1/SQSTM1,8
GO:0030900,forebrain development,9/108,391/18866,0.000413486,0.005977518,0.004323464,APP/CEP120/CTNNB1/GSK3B/HAP1/HIF1A/PAFAH1B1/PSEN1/YWHAE,9
GO:0051100,negative regulation of binding,6/108,169/18866,0.000425639,0.006121821,0.004427836,AKT1/AURKA/CSNK1E/CTNNBIP1/GSK3B/PSEN1,6
GO:0031346,positive regulation of cell projection organization,9/108,394/18866,0.000437014,0.006217019,0.004496692,AVIL/CCDC88A/CEP120/EEF2K/HAP1/HTT/PAFAH1B1/PSEN1/TUBB2B,9
GO:0007405,neuroblast proliferation,4/108,62/18866,0.000438874,0.006217019,0.004496692,CTNNB1/HHIP/HIF1A/PAFAH1B1,4
GO:1904589,regulation of protein import,4/108,62/18866,0.000438874,0.006217019,0.004496692,HSP90AB1/CDK1/HSPA8/PSEN1,4
GO:1903008,organelle disassembly,5/108,111/18866,0.000443565,0.006252054,0.004522032,CDK1/HDAC6/HIF1A/HTT/SQSTM1,5
GO:1990138,neuron projection extension,6/108,172/18866,0.000467288,0.006553658,0.004740179,HSP90AB1/AURKA/CTNNB1/GSK3B/HSP90AA1/PAFAH1B1,6
GO:0001947,heart looping,4/108,64/18866,0.000495508,0.006877537,0.004974436,CCDC39/CCDC40/HIF1A/PSEN1,4
GO:0051099,positive regulation of binding,6/108,174/18866,0.000496774,0.006877537,0.004974436,HSP90AB1/APP/CTNNB1/GSK3B/HSF1/PSEN1,6
GO:0051961,negative regulation of nervous system development,8/108,319/18866,0.000498073,0.006877537,0.004974436,APP/CDK5RAP2/CTNNB1/GSK3B/PAFAH1B1/PRKACA/PRKACB/PSEN1,8
GO:0034765,regulation of ion transmembrane transport,10/108,489/18866,0.00050014,0.006877537,0.004974436,AKAP9/AKT1/APP/CLCN1/HAP1/HTT/PRKACA/PSEN1/YWHAE/YWHAQ,10
GO:1901214,regulation of neuron death,8/108,321/18866,0.000519006,0.007102314,0.005137015,HSP90AB1/AKT1/CLCF1/CTNNB1/GSK3B/HIF1A/HSF1/PSEN1,8
GO:0051261,protein depolymerization,5/108,115/18866,0.000521658,0.007104129,0.005138327,AVIL/CKAP5/CLASP1/HDAC6/HSPA8,5
GO:0032984,protein-containing complex disassembly,8/108,330/18866,0.00062223,0.008433005,0.006099487,AVIL/CKAP5/CLASP1/CSNK1A1/CTNNB1/GSK3B/HDAC6/HSPA8,8
GO:0032147,activation of protein kinase activity,8/108,331/18866,0.000634656,0.008560265,0.006191533,AKT1/CCDC88A/CDK1/PRKACA/PRKACB/PRKACG/PRKAR1A/PSEN1,8
GO:0051321,meiotic cell cycle,7/108,254/18866,0.000648557,0.008706103,0.006297015,AURKA/HSF1/PRKACB/PRKAR1A/TUBG1/TUBGCP2/TUBGCP3,7
GO:0061371,determination of heart left/right asymmetry,4/108,69/18866,0.000659589,0.008759539,0.006335665,CCDC39/CCDC40/HIF1A/PSEN1,4
GO:0000132,establishment of mitotic spindle orientation,3/108,30/18866,0.000661859,0.008759539,0.006335665,CDK5RAP2/HTT/PAFAH1B1,3
GO:0051642,centrosome localization,3/108,30/18866,0.000661859,0.008759539,0.006335665,AKAP9/AURKA/PAFAH1B1,3
GO:0003143,embryonic heart tube morphogenesis,4/108,70/18866,0.000696508,0.009132356,0.006605319,CCDC39/CCDC40/HIF1A/PSEN1,4
GO:0035082,axoneme assembly,4/108,70/18866,0.000696508,0.009132356,0.006605319,CCDC39/CCDC40/CCDC63/CCDC65,4
GO:0021537,telencephalon development,7/108,259/18866,0.000727465,0.009393239,0.006794012,CEP120/CTNNB1/GSK3B/HIF1A/PAFAH1B1/PSEN1/YWHAE,7
GO:0007143,female meiotic nuclear division,3/108,31/18866,0.000729734,0.009393239,0.006794012,AURKA/HSF1/PRKAR1A,3
GO:0061842,microtubule organizing center localization,3/108,31/18866,0.000729734,0.009393239,0.006794012,AKAP9/AURKA/PAFAH1B1,3
GO:0071539,protein localization to centrosome,3/108,31/18866,0.000729734,0.009393239,0.006794012,AURKA/CSNK1D/GSK3B,3
GO:0014823,response to activity,4/108,71/18866,0.000734867,0.009416315,0.006810703,CDK1/HDAC5/HIF1A/HSF1,4
GO:1902117,positive regulation of organelle assembly,4/108,73/18866,0.000816027,0.010394524,0.007518229,CCDC88A/CEP120/HAP1/HTT,4
GO:1900180,regulation of protein localization to nucleus,5/108,127/18866,0.000818583,0.010394524,0.007518229,HSP90AB1/AKT1/CDK1/GSK3B/PSEN1,5
GO:0050808,synapse organization,9/108,433/18866,0.000857306,0.010837426,0.007838575,APP/CTNNB1/EEF2K/HDAC6/HSPA8/PAFAH1B1/PSEN1/TUBA1A/TUBB,9
GO:0010506,regulation of autophagy,8/108,347/18866,0.000862336,0.010852343,0.007849364,AKT1/EEF1A1/EEF1A2/GSK3B/HDAC6/HIF1A/HTT/PRKACA,8
GO:0003352,regulation of cilium movement,3/108,33/18866,0.000878416,0.010908613,0.007890063,CCDC39/CCDC40/CCDC65,3
GO:0045879,negative regulation of smoothened signaling pathway,3/108,33/18866,0.000878416,0.010908613,0.007890063,HHIP/PRKACA/PRKACB,3
GO:1905508,protein localization to microtubule organizing center,3/108,33/18866,0.000878416,0.010908613,0.007890063,AURKA/CSNK1D/GSK3B,3
GO:1903201,regulation of oxidative stress-induced cell death,4/108,77/18866,0.00099699,0.012326818,0.008915833,AKT1/CTNNB1/HDAC6/HIF1A,4
GO:0048732,gland development,9/108,443/18866,0.001006296,0.012345351,0.008929238,AKT1/ANXA1/AR/AURKA/CCDC39/CCDC40/CTNNB1/HIF1A/PSEN1,9
GO:0072175,epithelial tube formation,5/108,133/18866,0.001007248,0.012345351,0.008929238,CEP290/CTNNB1/HIF1A/PRKACA/PRKACB,5
GO:0006605,protein targeting,9/108,444/18866,0.001022285,0.012441034,0.008998444,HAP1/HGS/HSP90AA1/HSPA1L/HSPA8/YWHAB/YWHAE/YWHAG/YWHAQ,9
GO:0017038,protein import,6/108,200/18866,0.001028294,0.012441034,0.008998444,HSP90AB1/AKT1/CDK1/HSP90AA1/HSPA8/PSEN1,6
GO:0051054,positive regulation of DNA metabolic process,6/108,200/18866,0.001028294,0.012441034,0.008998444,HSP90AB1/AKT1/CLCF1/CTNNB1/HSF1/HSP90AA1,6
GO:0009855,determination of bilateral symmetry,5/108,134/18866,0.001041584,0.01253591,0.009067067,CCDC39/CCDC40/CTNNB1/HIF1A/PSEN1,5
GO:1904031,positive regulation of cyclin-dependent protein kinase activity,3/108,35/18866,0.00104503,0.01253591,0.009067067,HSP90AB1/AKT1/CKS1B,3
GO:0009799,specification of symmetry,5/108,135/18866,0.001076783,0.012862086,0.009302985,CCDC39/CCDC40/CTNNB1/HIF1A/PSEN1,5
GO:0000422,autophagy of mitochondrion,4/108,79/18866,0.00109729,0.012996898,0.009400494,HDAC6/HIF1A/HTT/SQSTM1,4
GO:0061726,mitochondrion disassembly,4/108,79/18866,0.00109729,0.012996898,0.009400494,HDAC6/HIF1A/HTT/SQSTM1,4
GO:0021955,central nervous system neuron axonogenesis,3/108,36/18866,0.00113531,0.013224953,0.009565443,HSP90AB1/HSP90AA1/PAFAH1B1,3
GO:0031128,developmental induction,3/108,36/18866,0.00113531,0.013224953,0.009565443,AR/CTNNB1/HIPK1,3
GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,3/108,36/18866,0.00113531,0.013224953,0.009565443,AKT1/CCDC88A/HAP1,3
GO:0051973,positive regulation of telomerase activity,3/108,36/18866,0.00113531,0.013224953,0.009565443,HSP90AB1/CTNNB1/HSP90AA1,3
GO:0032273,positive regulation of protein polymerization,5/108,137/18866,0.00114982,0.013286322,0.00960983,AKAP9/CDK5RAP2/CKAP5/CLASP1/HSP90AA1,5
GO:1900182,positive regulation of protein localization to nucleus,4/108,80/18866,0.001150004,0.013286322,0.00960983,HSP90AB1/AKT1/CDK1/PSEN1,4
GO:0050804,modulation of chemical synaptic transmission,9/108,454/18866,0.001193824,0.013736285,0.009935283,AKAP9/APP/GSK3B/HAP1/PRKACA/PSEN1/SQSTM1/TUBB2B/YWHAG,9
GO:0099177,regulation of trans-synaptic signaling,9/108,455/18866,0.001212187,0.01389088,0.010047099,AKAP9/APP/GSK3B/HAP1/PRKACA/PSEN1/SQSTM1/TUBB2B/YWHAG,9
GO:0006874,cellular calcium ion homeostasis,9/108,456/18866,0.001230779,0.014046827,0.010159894,APP/CCL1/CDH23/HAP1/HSP90B1/HTT/PRKACA/PSEN1/YWHAE,9
GO:0006979,response to oxidative stress,9/108,458/18866,0.001268655,0.014420721,0.010430327,AKT1/ANXA1/APP/CDK1/CTNNB1/HDAC6/HIF1A/HSF1/PSEN1,9
GO:0035303,regulation of dephosphorylation,6/108,209/18866,0.001289152,0.014594855,0.010556275,HSP90AB1/GSK3B/HSP90B1/HTT/YWHAB/YWHAE,6
GO:1901186,positive regulation of ERBB signaling pathway,3/108,38/18866,0.001330297,0.015000426,0.01084962,AKT1/CCDC88A/HAP1,3
GO:0007224,smoothened signaling pathway,5/108,142/18866,0.001348441,0.015144446,0.010953788,HHIP/HIPK1/HSPB11/PRKACA/PRKACB,5
GO:0045913,positive regulation of carbohydrate metabolic process,4/108,84/18866,0.001378677,0.01542258,0.011154959,AKT1/APP/HIF1A/PSEN1,4
GO:0022412,cellular process involved in reproduction in multicellular organism,8/108,375/18866,0.00141563,0.015553399,0.011249578,AKT1/AURKA/CCDC63/CTNNB1/HSF1/PAFAH1B1/PRKACA/PRKAR1A,8
GO:0030953,astral microtubule organization,2/108,10/18866,0.001417958,0.015553399,0.011249578,CEP120/CLASP1,2
GO:0051418,microtubule nucleation by microtubule organizing center,2/108,10/18866,0.001417958,0.015553399,0.011249578,TUBGCP2/TUBGCP3,2
GO:0060768,regulation of epithelial cell proliferation involved in prostate gland development,2/108,10/18866,0.001417958,0.015553399,0.011249578,AR/CTNNB1,2
GO:1990535,neuron projection maintenance,2/108,10/18866,0.001417958,0.015553399,0.011249578,APP/PSEN1,2
GO:0031111,negative regulation of microtubule polymerization or depolymerization,3/108,39/18866,0.001435189,0.015620844,0.011298361,CLASP1/HDAC6/TUBB4A,3
GO:0034205,amyloid-beta formation,3/108,39/18866,0.001435189,0.015620844,0.011298361,APP/HAP1/PSEN1,3
GO:0055074,calcium ion homeostasis,9/108,468/18866,0.001472445,0.015964704,0.01154707,APP/CCL1/CDH23/HAP1/HSP90B1/HTT/PRKACA/PSEN1/YWHAE,9
GO:0042307,positive regulation of protein import into nucleus,3/108,40/18866,0.001545135,0.016569312,0.011984376,HSP90AB1/CDK1/PSEN1,3
GO:0098534,centriole assembly,3/108,40/18866,0.001545135,0.016569312,0.011984376,CCDC78/CDK5RAP2/CEP120,3
GO:0060828,regulation of canonical Wnt signaling pathway,7/108,295/18866,0.001545842,0.016569312,0.011984376,CSNK1A1/CSNK1D/CSNK1E/CSNK1G1/CTNNB1/GSK3B/PSEN1,7
GO:0031647,regulation of protein stability,7/108,296/18866,0.00157595,0.01682804,0.012171511,HSP90AB1/AURKA/HDAC6/HSP90AA1/HSPA8/HTT/VHL,7
GO:0021532,neural tube patterning,3/108,41/18866,0.001660222,0.017528711,0.012678297,PRKACA/PRKACB/PSEN1,3
GO:0046825,regulation of protein export from nucleus,3/108,41/18866,0.001660222,0.017528711,0.012678297,GSK3B/PRKACA/YWHAE,3
GO:2000008,regulation of protein localization to cell surface,3/108,41/18866,0.001660222,0.017528711,0.012678297,HSP90AB1/AKT1/CTNNB1,3
GO:1901019,regulation of calcium ion transmembrane transporter activity,4/108,89/18866,0.001706927,0.017894327,0.012942743,HAP1/HTT/PRKACA/YWHAE,4
GO:0035148,tube formation,5/108,150/18866,0.001717429,0.017894327,0.012942743,CEP290/CTNNB1/HIF1A/PRKACA/PRKACB,5
GO:0060287,epithelial cilium movement involved in determination of left/right asymmetry,2/108,11/18866,0.00172659,0.017894327,0.012942743,CCDC39/CCDC40,2
GO:0060767,epithelial cell proliferation involved in prostate gland development,2/108,11/18866,0.00172659,0.017894327,0.012942743,AR/CTNNB1,2
GO:0061635,regulation of protein complex stability,2/108,11/18866,0.00172659,0.017894327,0.012942743,HSPA8/SQSTM1,2
GO:0048562,embryonic organ morphogenesis,7/108,302/18866,0.001766334,0.018120328,0.013106206,CCDC39/CCDC40/CEP290/CTNNB1/HIF1A/HIPK1/PSEN1,7
GO:0090068,positive regulation of cell cycle process,7/108,302/18866,0.001766334,0.018120328,0.013106206,AKT1/ANXA1/APP/AURKA/CDK1/CEP120/PRKACA,7
GO:0016331,morphogenesis of embryonic epithelium,5/108,151/18866,0.001768274,0.018120328,0.013106206,AR/CTNNB1/HIF1A/PRKACA/PRKACB,5
GO:0021795,cerebral cortex cell migration,3/108,42/18866,0.001780536,0.018120328,0.013106206,CTNNB1/PAFAH1B1/PSEN1,3
GO:1904591,positive regulation of protein import,3/108,42/18866,0.001780536,0.018120328,0.013106206,HSP90AB1/CDK1/PSEN1,3
GO:0007409,axonogenesis,9/108,482/18866,0.001801307,0.018265767,0.0132114,HSP90AB1/APP/GSK3B/HDAC6/HSP90AA1/PAFAH1B1/PSEN1/TUBB2B/TUBB3,9
GO:0045834,positive regulation of lipid metabolic process,5/108,153/18866,0.001873268,0.01892739,0.013689944,AKT1/ANXA1/APOC1/CCDC3/EEF1A2,5
GO:0046688,response to copper ion,3/108,43/18866,0.001906161,0.019044227,0.01377445,APP/CDK1/HSF1,3
GO:1903146,regulation of autophagy of mitochondrion,3/108,43/18866,0.001906161,0.019044227,0.01377445,HDAC6/HIF1A/HTT,3
GO:0061351,neural precursor cell proliferation,5/108,154/18866,0.001927444,0.019044227,0.01377445,CEP120/CTNNB1/HHIP/HIF1A/PAFAH1B1,5
GO:0062013,positive regulation of small molecule metabolic process,5/108,154/18866,0.001927444,0.019044227,0.01377445,AKT1/ANXA1/APP/HIF1A/PSEN1,5
GO:1900407,regulation of cellular response to oxidative stress,4/108,92/18866,0.001927973,0.019044227,0.01377445,AKT1/CTNNB1/HDAC6/HIF1A,4
GO:1903321,negative regulation of protein modification by small protein conjugation or removal,4/108,92/18866,0.001927973,0.019044227,0.01377445,AKT1/CTNNB1/PSEN1/SQSTM1,4
GO:0043312,neutrophil degranulation,9/108,487/18866,0.001932121,0.019044227,0.01377445,HSP90AB1/CEP290/EEF1A1/HRNR/HSP90AA1/HSPA8/PSEN1/TUBB/TUBB4B,9
GO:0002283,neutrophil activation involved in immune response,9/108,490/18866,0.002014194,0.019455268,0.014071751,HSP90AB1/CEP290/EEF1A1/HRNR/HSP90AA1/HSPA8/PSEN1/TUBB/TUBB4B,9
GO:0016049,cell growth,9/108,490/18866,0.002014194,0.019455268,0.014071751,HSP90AB1/AKT1/APP/AURKA/CTNNB1/GSK3B/HDAC6/HSP90AA1/PAFAH1B1,9
